filename	line_num	text	x	y	width	height
028.jpg	0	365	768	118	50	24
028.jpg	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	108	313	466	30
028.jpg	2	งาน: อํานวยการและบริหารสํานักงานเขต	108	370	421	31
028.jpg	2	20,217,640	1245	377	135	27
028.jpg	2	4	1386	380	56	20
028.jpg	3	1. งบบุคลากร	109	426	151	32
028.jpg	3	8,613,700	1083	426	121	27
028.jpg	3	4	1210	429	56	20
028.jpg	4	1.1	142	474	42	24
028.jpg	4	เงินเดือน	185	468	98	30
028.jpg	4	6,813,840	1083	472	121	27
028.jpg	4	4	1210	477	56	20
028.jpg	5	01101-1	241	520	97	24
028.jpg	5	อัตราเดิม 19 อัตรา	381	514	195	30
028.jpg	5	6004000	1265	522	115	27
028.jpg	5	บาท	1386	525	54	21
028.jpg	6	01102-1	241	569	97	24
028.jpg	6	เงินเลื่อนขั้น	383	556	125	37
028.jpg	6	364720	1284	572	96	27
028.jpg	6	บาท	1386	575	54	21
028.jpg	7	01106-1	241	619	97	24
028.jpg	7	เงินประจําตําแหน่ง	383	614	191	29
028.jpg	7	203520	1284	621	96	27
028.jpg	7	บาท	1386	624	54	21
028.jpg	8	01107-1	241	668	97	24
028.jpg	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	383	662	390	30
028.jpg	8	237120	1284	670	96	27
028.jpg	8	บาท	1386	673	54	21
028.jpg	9	01108-1	241	718	97	24
028.jpg	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	383	707	419	35
028.jpg	9	2400	1311	720	69	27
028.jpg	9	บาท	1386	723	54	21
028.jpg	10	01109-1	241	767	97	24
028.jpg	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	383	761	384	30
028.jpg	10	2080	1311	769	69	27
028.jpg	10	บาท	1386	772	54	21
028.jpg	11	1.2 ค่าจ้างประจํา[ |	142	806	211	36
028.jpg	11	1,288,160	1084	816	120	27
028.jpg	11	4	1210	821	56	20
028.jpg	12	01201-1	233	864	97	24
028.jpg	12	อัตราเดิม 7 อัตรา	373	858	181	30
028.jpg	12	1193200	1267	866	113	27
028.jpg	12	บาท	1386	869	54	21
028.jpg	13	01202-1	233	913	97	24
028.jpg	13	เงินเพิ่มค่าจ้างประจํา	375	902	211	35
028.jpg	13	47360	1297	916	83	27
028.jpg	13	บาท	1386	919	54	21
028.jpg	14	01205-1	233	963	97	24
028.jpg	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	375	952	448	43
028.jpg	14	36240	1297	965	83	27
028.jpg	14	บาท	1386	968	54	21
028.jpg	15	01206-1	233	1012	97	24
028.jpg	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	375	1006	413	38
028.jpg	15	11360	1299	1014	81	27
028.jpg	15	บาท	1386	1017	54	21
028.jpg	16	1.3 ค่าจ้างชั่วคราว| |	142	1051	225	36
028.jpg	16	460,800	1104	1062	100	27
028.jpg	16	4	1210	1066	56	20
028.jpg	17	02101-1	233	1109	97	24
028.jpg	17	ค่าจ้างชั่วคราว 4 อัตรา	374	1098	230	35
028.jpg	17	340480	1284	1111	96	27
028.jpg	17	บาท	1386	1114	54	21
028.jpg	18	02102-1	233	1158	97	24
028.jpg	18	เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างชั่วคราว	375	1147	459	43
028.jpg	18	43520	1297	1161	83	27
028.jpg	18	บาท	1386	1164	54	21
028.jpg	19	02103-1	233	1208	97	24
028.jpg	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	375	1197	424	43
028.jpg	19	76800	1297	1210	83	27
028.jpg	19	บาท	1386	1213	54	21
028.jpg	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ[	142	1247	360	44
028.jpg	20	50,900	1117	1257	87	27
028.jpg	20	4	1210	1262	56	20
028.jpg	21	03217-1	233	1305	97	24
028.jpg	21	เงินสมทบกองทุนประกันสังคม	375	1299	299	38
