filename	line_num	text	x	y	width	height
029.jpg	0	444	832	119	50	23
029.jpg	1	งาน: บริหารทั่วไปและบริหารการคลัง	247	348	362	34
029.jpg	1	5,532,700	1260	359	115	26
029.jpg	1	บาท	1414	361	53	21
029.jpg	2	1.งบบุคลากร	249	412	143	30
029.jpg	2	4,628,100	1102	411	115	27
029.jpg	2	บาท	1277	414	53	21
029.jpg	3	1.1 เงินเดือน	273	458	132	29
029.jpg	3	3,950,500	1102	462	115	26
029.jpg	3	บาท	1277	466	53	21
029.jpg	4	01101-1	358	514	92	22
029.jpg	4	อัตราเดิม 13 อัตรา	483	508	184	29
029.jpg	4	3,687,300	1265	516	111	26
029.jpg	4	บาท	1416	519	51	20
029.jpg	5	01102-1	358	567	92	22
029.jpg	5	เงินเลื่อนขั้น	484	555	119	35
029.jpg	5	221,200	1284	568	92	26
029.jpg	5	บาท	1416	571	51	20
029.jpg	6	01107-1	358	619	92	23
029.jpg	6	เงินค่าตอบแทนรายเดือนของข้าราชการ	484	613	372	29
029.jpg	6	42,000	1296	620	80	26
029.jpg	6	บาท	1416	623	51	20
029.jpg	7	1.2 ค่าจ้างประจํา	273	667	175	29
029.jpg	7	576,300	1121	671	96	26
029.jpg	7	บาท	1277	675	53	21
029.jpg	8	01201-1	358	723	92	22
029.jpg	8	อัตราเดิม 2 อัตรา	483	717	171	29
029.jpg	8	543,700	1284	725	92	26
029.jpg	8	บาท	1416	728	51	20
029.jpg	9	01202-1	358	776	92	22
029.jpg	9	เงินเพิ่มค่าจ้างประจํา	484	765	200	34
029.jpg	9	32,600	1296	777	80	26
029.jpg	9	บาท	1416	780	51	20
029.jpg	10	1.3 ค่าตอบแทน ใช้สอยและวัสดุ	273	823	318	36
029.jpg	10	101,300	1123	828	94	26
029.jpg	10	บาท	1277	831	53	21
029.jpg	11	03293-1	358	880	92	23
029.jpg	11	เงินสมทบเข้ากองทุนเงินทดแทน	484	874	304	37
029.jpg	11	98,700	1296	882	80	26
029.jpg	11	บาท	1416	885	51	20
029.jpg	12	03611-1	358	932	92	23
029.jpg	12	ค่าเครื่องแต่งกาย	483	921	168	34
029.jpg	12	2,600	1309	934	67	26
029.jpg	12	บาท	1416	937	51	20
029.jpg	13	2. งบดําเนินงาน	247	1034	166	28
029.jpg	13	899,200	1121	1039	96	26
029.jpg	13	บาท	1277	1041	53	21
029.jpg	14	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	271	1085	320	36
029.jpg	14	804,200	1121	1088	96	27
029.jpg	14	บาท	1277	1093	53	21
029.jpg	15	2.1.1 ค่าตอบแทน	310	1139	184	27
029.jpg	15	280,900	1121	1142	96	26
029.jpg	15	บาท	1277	1145	53	21
029.jpg	16	ค่าอาหารทําการนอกเวลา	483	1189	244	28
029.jpg	17	2.1.2 ค่าใช้สอย	310	1241	161	29
029.jpg	17	199,800	1123	1246	94	26
029.jpg	17	บาท	1277	1249	53	21
029.jpg	18	ค่าจ้างเหมาบริการเป็นรายบุคคล ค่าซ่อมแซม	483	1291	426	38
029.jpg	19	ยานพาหนะ ค่าซ่อมแซมครุภัณฑ์	484	1343	309	38
029.jpg	20	2.1.3 ค่าวัสดุ	310	1398	137	36
029.jpg	20	323,500	1121	1403	96	26
029.jpg	20	บาท	1277	1406	53	21
029.jpg	21	ค่าวัสดุสํานักงาน ค่าวัสดุอุปกรณ์คอมพิวเตอร์	483	1448	423	38
029.jpg	22	ค่าวัสดุน้ามันเชื้อเพลิงและน้ามันหล่อลื่น	483	1495	374	43
029.jpg	23	ค่าวัสดุยานพาหนะ	483	1553	181	37
029.jpg	24	2.2 ค่าสาธารณูปโภค	271	1607	211	37
029.jpg	24	95,000	1135	1612	82	26
029.jpg	24	บาท	1277	1615	53	21
029.jpg	25	ค่าโทรศัพท์สํานักงาน ค่าไปรษณีย์	483	1657	320	30
028.jpg	0	443	832	119	50	23
028.jpg	1	งาน: บริหารทั่วไปและบริการทะเบียน	247	348	364	34
028.jpg	1	7,450,400	1260	358	115	27
028.jpg	1	บาท	1414	361	53	21
028.jpg	2	1.งบบุคลากร	249	412	143	30
028.jpg	2	6,692,600	1102	412	115	26
028.jpg	2	บาท	1277	414	53	21
028.jpg	3	1.1 เงินเดือน	273	458	132	29
028.jpg	3	6,437,000	1102	461	115	27
028.jpg	3	บาท	1277	466	53	21
028.jpg	4	01101-1	358	514	92	22
028.jpg	4	อัตราเดิม 16 อัตรา	490	508	184	29
028.jpg	4	6,033,000	1265	516	111	26
028.jpg	4	บาท	1416	519	51	20
028.jpg	5	01102-1	358	567	92	22
028.jpg	5	เงินเลื่อนขั้น	491	555	120	35
028.jpg	5	362,000	1284	568	92	26
028.jpg	5	บาท	1416	571	51	20
028.jpg	6	01107-1	358	619	92	23
028.jpg	6	เงินค่าตอบแทนรายเดือนของข้าราชการ	491	613	372	29
028.jpg	6	42,000	1296	620	80	26
028.jpg	6	บาท	1416	623	51	20
028.jpg	7	1.2 ค่าจ้างประจํา	273	667	175	29
028.jpg	7	254,400	1121	670	96	27
028.jpg	7	บาท	1277	675	53	21
028.jpg	8	01201-1	358	723	92	22
028.jpg	8	อัตราเดิม 1 อัตรา	483	717	171	29
028.jpg	8	240,000	1284	725	92	26
