filename	line_num	text	x	y	width	height	page
65065.pdf	0	310	815	72	46	22	28
65065.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	216	312	456	30	28
65065.pdf	2	งาน: อํานวยการและบริหารสํานักงานเขต	217	374	409	29	28
65065.pdf	2	16594260	1240	379	129	27	28
65065.pdf	2	บาท	1377	382	53	20	28
65065.pdf	3	1. งบบุคลากร	218	440	147	31	28
65065.pdf	3	9824800	1081	439	117	27	28
65065.pdf	3	บาท	1205	442	54	20	28
65065.pdf	4	1.1	226	493	41	23	28
65065.pdf	4	เงินเดือน	268	486	95	30	28
65065.pdf	4	6092400	1081	490	117	27	28
65065.pdf	4	บาท	1214	495	54	20	28
65065.pdf	5	01101-1	337	545	94	22	28
65065.pdf	5	อัตราเดิม 15 อัตรา	464	539	187	29	28
65065.pdf	5	5339280	1258	554	112	26	28
65065.pdf	5	บาท	1385	556	52	21	28
65065.pdf	6	01102-1	337	606	94	22	28
65065.pdf	6	เงินเลื่อนขั้น	465	593	119	36	28
65065.pdf	6	309360	1277	613	93	27	28
65065.pdf	6	บาท	1385	616	52	21	28
65065.pdf	7	01106-1	337	666	94	24	28
65065.pdf	7	เงินประจําตําแหน่ง	465	661	182	29	28
65065.pdf	7	203520	1277	675	93	26	28
65065.pdf	7	บาท	1385	677	52	21	28
65065.pdf	8	01107-1	337	727	94	22	28
65065.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	465	720	375	30	28
65065.pdf	8	237120	1277	736	93	26	28
65065.pdf	8	บาท	1385	738	52	21	28
65065.pdf	9	01108-1	337	788	94	23	28
65065.pdf	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	465	777	405	34	28
65065.pdf	9	2320	1303	797	67	26	28
65065.pdf	9	บาท	1385	799	52	21	28
65065.pdf	10	01109-1	337	849	94	23	28
65065.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	465	842	370	30	28
65065.pdf	10	800	1321	858	49	23	28
65065.pdf	10	บาท	1385	860	52	21	28
65065.pdf	11	1.2 ค่าจ้างประจํา[ |	226	906	204	35	28
65065.pdf	11	2371760	1080	916	118	27	28
65065.pdf	11	บาท	1205	920	54	20	28
65065.pdf	12	01201-1	329	971	94	22	28
65065.pdf	12	อัตราเดิม 12 อัตรา	456	965	188	29	28
65065.pdf	12	2164880	1258	978	112	27	28
65065.pdf	12	บาท	1378	981	51	21	28
65065.pdf	13	01202-1	329	1031	94	22	28
65065.pdf	13	เงินเพิ่มค่าจ้างประจํา	457	1020	203	34	28
65065.pdf	13	138480	1278	1040	92	26	28
65065.pdf	13	บาท	1378	1042	51	21	28
65065.pdf	14	01205-1	329	1092	94	22	28
65065.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	457	1081	434	42	28
65065.pdf	14	32240	1290	1101	80	26	28
65065.pdf	14	บาท	1378	1103	51	21	28
65065.pdf	15	01206-1	329	1152	94	24	28
65065.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	457	1146	399	38	28
65065.pdf	15	36160	1290	1161	80	27	28
65065.pdf	15	บาท	1378	1164	51	21	28
65065.pdf	16	1.3 ค่าจ้างชั่วคราว| |	226	1210	219	35	28
65065.pdf	16	1267200	1082	1220	116	27	28
65065.pdf	16	บาท	1205	1224	54	20	28
65065.pdf	17	02101-1	329	1275	94	22	28
65065.pdf	17	ค่าจ้างชั่วคราว 10 อัตรา	456	1264	236	34	28
65065.pdf	17	924480	1277	1283	93	26	28
65065.pdf	17	บาท	1378	1285	51	21	28
65065.pdf	18	02102-1	329	1336	94	22	28
65065.pdf	18	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	457	1325	444	42	28
65065.pdf	18	131520	1278	1344	92	26	28
65065.pdf	18	บาท	1378	1346	51	21	28
65065.pdf	19	02103-1	329	1396	94	23	28
65065.pdf	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	457	1385	409	42	28
65065.pdf	19	211200	1277	1405	93	26	28
65065.pdf	19	บาท	1378	1407	51	21	28
65065.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ| |	226	1454	349	43	28
65065.pdf	20	93440	1115	1463	83	27	28
65065.pdf	20	บาท	1205	1468	54	20	28
65065.pdf	21	03217-1	329	1518	94	23	28
65065.pdf	21	เงินสมทบกองทุนประกันสังคม	457	1512	288	37	28
65065.pdf	21	63360	1290	1525	80	27	28
65065.pdf	21	บาท	1378	1528	51	21	28
65065.pdf	22	03611-1	329	1578	94	24	28
65065.pdf	22	ค่าเครื่องแต่งกาย	456	1568	168	34	28
65065.pdf	22	26000	1290	1586	80	27	28
65065.pdf	22	บาท	1378	1589	51	21	28
65065.pdf	23	03128-1	329	1640	94	23	28
65065.pdf	23	เงินตอบแทนพิเศษของลูกจ้างประจํา (เต็มขั้น)	457	1627	431	44	28
65065.pdf	23	4080	1303	1648	67	26	28
65065.pdf	23	บาท	1378	1650	51	21	28
65065.pdf	0	311	815	72	45	22	29
65065.pdf	1	2.งบดําเนินงาน	216	313	170	29	29
65065.pdf	1	6490740	1081	318	117	27	29
65065.pdf	1	บาท	1205	321	54	20	29
65065.pdf	2	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	249	364	326	38	29
65065.pdf	2	3812340	1081	369	117	27	29
65065.pdf	2	บาท	1205	373	54	20	29
65065.pdf	3	2.1.1 ค่าตอบแทน	290	427	189	28	29
65065.pdf	3	153840	1102	430	96	27	29
65065.pdf	3	บาท	1205	434	54	20	29
65065.pdf	4	ค่าอาหารทําการนอกเวลา	456	478	249	29	29
65065.pdf	5	2.1.2 ค่าใช้สอย	290	547	165	30	29
65065.pdf	5	2685800	1080	551	118	27	29
65065.pdf	5	บาท	1205	556	54	20	29
65065.pdf	6	ส่วนใหญ่เป็นค่าจ้างเหมายามดูแลทรัพย์สินและ	456	599	443	38	29
65065.pdf	7	รักษาความปลอดภัย ค่าซ่อมแซมยานพาหนะ	456	661	424	29	29
65065.pdf	8	ค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ ฯลฯ	456	716	431	42	29
65065.pdf	9	2.1.3 ค่าวัสดุ	290	791	140	37	29
65065.pdf	9	972700	1101	796	97	26	29
65065.pdf	9	บาท	1205	799	54	20	29
65065.pdf	10	ส่วนใหญ่เป็นค่าวัสดุน้า มันเชื้อเพลิงและน้ามันหล่อลื่น	456	836	498	44	29
65065.pdf	11	ค่าวัสดุไฟฟ้า ประปา งานบ้าน งานครัว และงานสวน	456	903	493	38	29
65065.pdf	12	ค่าวัสดุสํานักงานประเภทเครื่องเขียน แบบพิมพ์	456	960	446	42	29
65065.pdf	13	2.2 ค่าสาธารณูปโภค| |	249	1028	241	43	29
65065.pdf	13	2678400	1080	1038	118	27	29
65065.pdf	13	บาท	1205	1042	54	20	29
65065.pdf	14	ค่าไฟฟ้า ค่านําประปา ค่าโทรศัพท์	464	1079	326	36	29
65065.pdf	15	3. งบลงทุน	217	1231	122	31	29
65065.pdf	15	278720	1100	1231	98	26	29
65065.pdf	15	บาท	1205	1233	54	20	29
65065.pdf	16	ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง	242	1272	313	42	29
65065.pdf	16	278720	1100	1282	98	26	29
65065.pdf	16	บาท	1205	1285	54	20	29
65065.pdf	17	ค่าครุภัณฑ์	242	1337	116	38	29
65065.pdf	17	278720	1100	1343	98	26	29
65065.pdf	17	บาท	1205	1346	54	20	29
65065.pdf	18	05198-2	329	1396	96	23	29
65065.pdf	18	1 เครื่องพิมพ์ 0 3813	456	1385	419	35	29
65065.pdf	19	พร้อมติดตั้งถังหมึกพิมพ์ (|ก๒ โลก6 1 1 เครื่อง	486	1444	505	37	29
65065.pdf	19	1500	1303	1466	67	26	29
65065.pdf	19	บาท	1378	1468	51	21	29
65065.pdf	20	05203-3	329	1518	96	23	29
65065.pdf	20	(2) เครื่องถ่ายเอกสาร ระบบดิจิตอล (ขาว-ดํา)	456	1507	433	35	29
65065.pdf	21	ความเร็ว 30 แผ่นต่อนาที 1	486	1572	264	30	29
65065.pdf	21	เครื่อง	751	1568	65	34	29
65065.pdf	21	105000	1278	1587	92	26	29
65065.pdf	21	บาท	1378	1589	51	21	29
65065.pdf	22	05105-1	329	1640	94	22	29
65065.pdf	22	(3) เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพ	455	1629	556	35	29
