filename	line_num	text	x	y	width	height
029.jpg	0	502	831	121	51	24
029.jpg	1	2.1.3 ค่าวัสดุ	316	268	143	39
029.jpg	1	499,000	1137	274	100	27
029.jpg	1	4	1303	278	56	20
029.jpg	2	ส่วนใหญ่เป็นค่าวัสดุน้ามันเชื้อเพลิงและน้ามันหล่อลื่น	358	313	521	45
029.jpg	3	ค่าวัสดุไฟฟ้า ประปา งานบ้าน งานครัว และงานสวน	358	374	511	39
029.jpg	4	ค่าวัสดุยานพาหนะ ฯลฯ	358	431	243	38
029.jpg	5	2.2 ค่าสาธารณูปโภค|[ |	233	485	247	44
029.jpg	5	913,080	1137	496	100	27
029.jpg	5	4	1303	500	56	20
029.jpg	6	ค่าโทรศัพท์เคลื่อนที่	358	536	201	35
029.jpg	6	ค่าไฟฟ้าสํานักงาน ค่าน้าประปา	566	534	314	37
029.jpg	7	3. งบลงทุน	233	667	125	32
029.jpg	7	139,420	1138	667	99	27
029.jpg	7	4	1303	670	56	20
029.jpg	8	ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง	266	707	324	44
029.jpg	8	139,420	1138	718	99	27
029.jpg	8	4	1303	722	56	20
029.jpg	9	ค่าครุภัณฑ์	290	767	119	39
029.jpg	9	139,420	1138	773	99	27
029.jpg	9	4	1303	777	56	20
029.jpg	10	05105-2	358	825	98	24
029.jpg	10	1 เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน	491	819	434	36
029.jpg	11	(จอแสดงภาพขนาดไม่น้อยกว่า	522	878	304	32
029.jpg	11	19 นิ้ว	826	872	78	38
029.jpg	12	พร้อมโปรแกรมระบบปฏิบัติการ (05)	521	935	371	37
029.jpg	13	แบบ 66 ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย	523	984	436	44
029.jpg	14	2  เครื่อง	522	1040	90	35
029.jpg	14	51,020	1326	1051	82	27
029.jpg	14	บาท	1439	1054	54	21
029.jpg	15	05134-3	358	1102	97	24
029.jpg	15	2 กล้องถ่ายภาพนิ่ง ระบบดิจิตอล แบบ 051 8	491	1096	463	36
029.jpg	16	พร้อมอุปกรณ์	529	1156	145	38
029.jpg	16	1	674	1162	20	23
029.jpg	16	ชุด	693	1164	38	30
029.jpg	16	40,000	1326	1162	82	27
029.jpg	16	บาท	1439	1165	54	21
029.jpg	17	05199-1	358	1213	96	24
029.jpg	17	(3) เก้าอี้เหล็กหมุนมีพนักพิง แบบปรับระดับได้ 22 ตัว	491	1200	525	45
029.jpg	17	48,400	1326	1218	82	27
029.jpg	17	บาท	1439	1221	54	21
028.jpg	0	501	831	121	49	24
028.jpg	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	233	274	466	30
028.jpg	2	งาน: อํานวยการและบริหารสํานักงานเขต	233	328	421	31
028.jpg	2	1,661,420	1288	335	120	27
028.jpg	2	ขบาท	1438	338	55	20
028.jpg	3	1. งบบูุคลากร	234	390	150	32
028.jpg	3	3,440,260	1117	390	120	27
028.jpg	3	4	1303	393	56	20
028.jpg	4	1.1	267	442	41	24
028.jpg	4	เงินเดือน	310	436	98	30
028.jpg	4	2,991,480	1117	440	120	27
028.jpg	4	4	1303	445	56	20
028.jpg	5	01101-1	366	492	96	24
028.jpg	5	อัตราเดิม 11	497	486	134	30
028.jpg	5	อัตรา	630	486	62	30
028.jpg	5	2,609,360	1293	497	115	27
028.jpg	5	บาท	1439	500	54	21
028.jpg	6	01102-1	366	547	96	24
028.jpg	6	เงินเลื่อนขั้น	499	534	126	37
028.jpg	6	156,600	1314	553	94	27
028.jpg	6	บาท	1439	556	54	21
028.jpg	7	01106-1	366	603	96	24
028.jpg	7	เงินประจําตําแหน่ง	499	598	192	29
028.jpg	7	101,760	1314	608	94	27
028.jpg	7	บาท	1439	611	54	21
028.jpg	8	01107-1	366	658	96	24
028.jpg	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	499	652	391	30
028.jpg	8	118,560	1314	663	94	27
028.jpg	8	บาท	1439	666	54	21
028.jpg	9	01108-1	366	714	96	24
028.jpg	9	เงินเพิ่มการครองชีพชั่วครา วของข้าราชการ	499	703	420	35
