filename	line_num	text	x	y	width	height
029.jpg	0	329	813	120	50	23
029.jpg	1	2.1.3 ค่าวัสดุ	208	259	138	36
029.jpg	1	309,100	1125	264	96	26
029.jpg	1	บาท	1281	267	53	21
029.jpg	2	ส่วนใหญ่เป็นค่าวัสดุไฟฟ้า ประปา งานบ้าน งานครัว	445	309	483	38
029.jpg	3	และงานสวน ค่าวัสดุน้ามันเชื้อเพลิงและน้ามันหล่อลื่น	446	357	497	43
029.jpg	4	ค่าวัสดุยานพาหนะ	445	416	181	37
029.jpg	4	ฯๆลา	627	425	49	19
029.jpg	5	2.2 ค่าสาธารณูปโภค	208	471	212	37
029.jpg	5	1,319,200	1108	475	113	26
029.jpg	5	บาท	1281	479	53	21
029.jpg	6	ค่าไฟฟ้า ค่าน้้าประปา ค่าโทรศัพท์เคลื่อนที่	445	516	403	35
029.jpg	7	3.งบลงทุน	208	632	121	30
029.jpg	7	1,716,510	1108	632	113	26
029.jpg	7	บาท	1281	634	53	21
029.jpg	8	ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง	208	677	310	41
029.jpg	8	1,716,510	1108	687	113	26
029.jpg	8	บาท	1281	690	53	21
029.jpg	9	3.1 ค่าครุภัณฑ์	208	734	156	37
029.jpg	9	455,210	1125	739	96	27
029.jpg	9	บาท	1281	743	53	21
029.jpg	10	05101-2	320	792	94	23
029.jpg	10	(1) เครื่องปรับอากาศ แบบแยกส่วน	444	781	339	35
029.jpg	11	(ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน	482	833	428	36
029.jpg	12	ขนาด 26,000 ปีทียู 1 เครื่อง	484	887	275	42
029.jpg	12	36,000	1300	900	79	26
029.jpg	12	บาท	1419	903	51	20
029.jpg	13	05101-3	320	951	94	23
029.jpg	13	(2) เครื่องปรับอากาศ แบบแยกส่วน	444	940	339	35
029.jpg	14	(ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน	482	992	428	36
029.jpg	15	ขนาด 13,000 ปีทียู 1 เครื่อง	484	1045	275	42
029.jpg	15	21,000	1300	1058	79	26
029.jpg	15	บาท	1419	1061	51	20
029.jpg	16	05101-4	320	1109	94	23
029.jpg	16	(3) เครื่องปรับอากาศ แบบแยกส่วน	444	1098	339	35
029.jpg	17	(ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน	482	1150	428	36
029.jpg	18	ขนาด 48,000 978 3 เครื่อง	484	1204	275	42
029.jpg	18	167,700	1289	1217	90	26
029.jpg	18	บาท	1419	1220	51	20
029.jpg	19	05135-8	320	1268	94	23
029.jpg	19	(0 ชุดเครื่องเสียงพร้อมไมโครโฟน สําหรับห้องประชุม	444	1257	502	42
029.jpg	20	ขนาด	486	1324	67	22
029.jpg	20	10 ที่นั่ง	554	1310	85	36
029.jpg	20	1	641	1322	20	23
029.jpg	20	ชุด	660	1324	39	30
029.jpg	20	200,000	1287	1323	92	26
029.jpg	20	บาท	1419	1326	51	20
029.jpg	21	05199-7	320	1374	94	23
029.jpg	21	(5) เครื่องคอมพิวเตอร์โน้ตบุ๊ก สําหรับงานประมวลผล	444	1363	497	42
029.jpg	22	พร้อมโปรแกรมระบบปฏิบัติการ 05 แบบ 66	484	1421	476	36
029.jpg	23	ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 1 เครื่อง	484	1468	375	43
029.jpg	23	30,510	1300	1482	79	26
029.jpg	23	บาท	1419	1485	51	20
029.jpg	24	3.2 ค่าที่ดินและลิ่งก่อสร้าง	208	1523	263	34
029.jpg	24	1,261,300	1108	1533	113	26
029.jpg	24	บาท	1281	1536	53	21
029.jpg	25	05302-9	320	1585	94	23
029.jpg	25	ปรับปรุงอาคารสํานักงานเขตบางพลัด	445	1579	353	37
029.jpg	25	1,261,300	1271	1587	108	26
029.jpg	25	บาท	1419	1590	51	20
029.jpg	26	ตามแบบเลขที่  ขบพ.ุยธ. 1765	445	1627	285	34
029.jpg	27	- สร้างหลังคาข้างห้องอเนกประสงค์ ชั้น 7 อาคาร 2	444	1679	482	35
029.jpg	28	- ปรับปรุงฝ่ายการศึกษา	444	1738	232	37
029.jpg	29	- ปรับปรุงฝ่ายการคลัง	444	1791	217	37
029.jpg	30	- สร้างหลังคาคลุมดาดฟ้า อาคาร 2	444	1844	332	37
028.jpg	0	328	813	120	51	22
028.jpg	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	207	256	447	29
028.jpg	2	งาน: อํานวยการและบริหารสํานักงานเขต	208	309	402	29
028.jpg	2	10,407,240	1252	314	126	27
028.jpg	2	บาท	1417	317	53	21
028.jpg	3	1.งบบุคลากร	210	368	144	30
028.jpg	3	4,055,280	1106	367	115	27
028.jpg	3	บาท	1281	370	53	21
028.jpg	4	1.1 เงินเดือน	218	418	133	29
028.jpg	4	3,314,240	1106	421	115	27
028.jpg	4	บาท	1281	426	53	21
028.jpg	5	01101-1	327	475	92	22
028.jpg	5	อัตราเดิม 8 อัตรา	453	469	171	29
028.jpg	5	2,901,400	1269	477	110	26
028.jpg	5	บาท	1419	480	51	20
028.jpg	6	01102-1	327	528	92	22
028.jpg	6	เงินเลื่อนขั้น	454	516	120	35
028.jpg	6	170,800	1289	530	90	26
028.jpg	6	บาท	1419	533	51	20
028.jpg	7	01106-1	327	581	92	23
028.jpg	7	เงินประจําตําแหน่ง	454	576	182	28
028.jpg	7	101,760	1289	582	90	26
028.jpg	7	บาท	1419	585	51	20
028.jpg	8	01107-1	327	633	92	23
028.jpg	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	454	627	372	29
028.jpg	8	118,560	1289	635	90	26
028.jpg	8	บาท	1419	638	51	20
028.jpg	9	01108-1	327	686	92	23
028.jpg	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	454	675	401	34
028.jpg	9	15,720	1302	688	77	26
028.jpg	9	บาท	1419	691	51	20
028.jpg	10	01109-1	327	739	92	23
028.jpg	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	454	733	367	29
028.jpg	10	6,000	1313	741	66	26
028.jpg	10	บาท	1419	744	51	20
028.jpg	11	1.2 ค่าจ้างประจํา	210	788	176	29
028.jpg	11	530,800	1125	793	96	26
028.jpg	11	บาท	1281	796	53	21
028.jpg	12	01201-1	320	845	92	22
028.jpg	12	อัตราเดิม 4 อัตรา	445	839	172	29
028.jpg	12	449,880	1287	847	92	26
028.jpg	12	บาท	1419	850	51	20
028.jpg	13	01202-1	320	898	92	22
028.jpg	13	เงินเพิ่มค่าจ้างประจํา	446	887	200	34
028.jpg	13	26,120	1300	900	79	26
028.jpg	13	บาท	1419	903	51	20
028.jpg	14	01205-1	320	951	92	23
028.jpg	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	446	940	428	42
028.jpg	14	35,200	1300	953	79	26
028.jpg	14	บาท	1419	956	51	20
028.jpg	15	01206-1	320	1004	92	23
028.jpg	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	446	998	394	37
028.jpg	15	19,600	1302	1006	77	26
028.jpg	15	บาท	1419	1009	51	20
028.jpg	16	1.3 ค่าจ้างชั่วคราว	210	1047	190	34
028.jpg	16	201,600	1125	1057	96	26
028.jpg	16	บาท	1281	1060	53	21
028.jpg	17	02101-1	320	1109	92	22
028.jpg	17	ค่าจ้างชั่วคราว 2 อัตรา	445	1098	220	34
028.jpg	17	154,520	1289	1111	90	26
028.jpg	17	บาท	1419	1114	51	20
028.jpg	18	02102-1	320	1162	92	22
028.jpg	18	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	446	1151	438	42
028.jpg	18	13,480	1302	1164	77	26
028.jpg	18	บาท	1419	1167	51	20
028.jpg	19	02103-1	320	1215	92	23
028.jpg	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	446	1204	405	42
028.jpg	19	33,600	1300	1217	79	26
028.jpg	19	บาท	1419	1220	51	20
028.jpg	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	210	1264	319	36
028.jpg	20	8,640	1152	1268	69	27
028.jpg	20	บาท	1281	1272	53	21
028.jpg	21	03217-1	320	1321	92	23
028.jpg	21	เงินสมทบกองทุนประกันสังคม	446	1315	287	37
028.jpg	21	8,640	1313	1323	66	26
028.jpg	21	บาท	1419	1326	51	20
028.jpg	22	2.งบดําเนินงาน	208	1420	166	28
028.jpg	22	4,635,450	1106	1424	115	27
028.jpg	22	บาท	1281	1427	53	21
028.jpg	23	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	208	1476	321	36
028.jpg	23	3,316,250	1106	1480	115	26
028.jpg	23	บาท	1281	1484	53	21
028.jpg	24	2.1.1 ค่าตอบแทน	208	1530	185	27
028.jpg	24	201,950	1125	1533	96	26
028.jpg	24	บาท	1281	1536	53	21
028.jpg	25	ค่าอาหารทําการนอกเวลา	445	1580	245	28
028.jpg	26	2.1.2 ค่าใช้สอย	208	1634	162	29
028.jpg	26	2,805,200	1106	1640	115	26
028.jpg	26	บาท	1281	1642	53	21
028.jpg	27	ส่วนใหญ่เป็นค่าจ้างเหมาดูแลทรัพย์สินและ	445	1684	399	38
028.jpg	28	รักษาความปลอดภัย ค่าจ้างทําความสะอาดอาคาร	445	1738	468	29
028.jpg	29	ค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ ฯลฯ	445	1786	429	42
038.jpg	0	338	813	120	51	22
038.jpg	1	งาน:  กวาดทําความสะอาดที่และทางสาธารณะ	208	251	450	34
038.jpg	1	30,266,320	1250	262	128	26
038.jpg	1	บาท	1417	264	53	21
038.jpg	2	1.งบบุคลากร	210	315	144	30
038.jpg	2	23,715,960	1093	315	128	26
038.jpg	2	บาท	1281	317	53	21
038.jpg	3	1.1 เงินเดือน	218	365	133	29
038.jpg	3	1,213,380	1108	370	113	26
038.jpg	3	บาท	1281	373	53	21
038.jpg	4	01101-1	327	422	92	22
038.jpg	4	อัตราเดิม 4 อัตรา	453	416	171	29
038.jpg	4	1,137,000	1270	424	109	26
038.jpg	4	บาท	1419	427	51	20
038.jpg	5	01102-1	327	475	92	22
038.jpg	5	เงินเลื่อนขั้น	454	463	120	35
038.jpg	5	70,650	1300	477	79	26
038.jpg	5	บาท	1419	480	51	20
038.jpg	6	01107-1	327	528	92	23
038.jpg	6	เงินค่าตอบแทนรายเดือนของข้าราชการ	454	522	372	29
038.jpg	6	4,200	1313	530	66	26
038.jpg	6	บาท	1419	533	51	20
038.jpg	7	01108-1	327	581	92	23
038.jpg	7	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	454	570	401	34
038.jpg	7	1,290	1315	582	64	26
038.jpg	7	บาท	1419	585	51	20
038.jpg	8	01109-1	327	633	92	23
038.jpg	8	เงินช่วยเหลือค่าครองชีพของข้าราชการ	454	627	367	29
038.jpg	8	240	1331	635	48	22
038.jpg	8	บาท	1419	638	51	20
038.jpg	9	1.2 ค่าจ้างประจํา	210	682	176	29
038.jpg	9	16,156,380	1095	687	126	26
038.jpg	9	บาท	1281	690	53	21
038.jpg	10	01201-1	320	739	92	22
038.jpg	10	อัตราเดิม 76 อัตรา	445	733	184	29
038.jpg	10	15,136,380	1257	741	122	26
038.jpg	10	บาท	1419	744	51	20
038.jpg	11	01202-1	320	792	92	22
038.jpg	11	เงินเพิ่มค่าจ้างประจํา	446	781	200	34
038.jpg	11	623,160	1287	794	92	26
038.jpg	11	บาท	1419	797	51	20
038.jpg	12	01205-1	320	845	92	23
038.jpg	12	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	446	834	428	42
038.jpg	12	258,210	1287	847	92	26
038.jpg	12	บาท	1419	850	51	20
038.jpg	13	01206-1	320	898	92	23
038.jpg	13	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	446	892	394	37
038.jpg	13	138,630	1289	900	90	26
038.jpg	13	บาท	1419	903	51	20
038.jpg	14	1.3 ค่าจ้างชั่วคราว	210	942	190	34
038.jpg	14	5,802,150	1106	951	115	26
038.jpg	14	บาท	1281	955	53	21
038.jpg	15	02101-1	320	1004	92	22
038.jpg	15	ค่าจ้างชั่วคราว 38 อัตรา	445	993	232	34
038.jpg	15	4,233,480	1269	1006	110	26
038.jpg	15	บาท	1419	1009	51	20
038.jpg	16	02102-1	320	1056	92	22
038.jpg	16	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	446	1045	438	42
038.jpg	16	603,870	1287	1058	92	26
038.jpg	16	บาท	1419	1061	51	20
038.jpg	17	02103-1	320	1109	92	23
038.jpg	17	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	446	1098	405	42
038.jpg	17	964,800	1287	1111	92	26
038.jpg	17	บาท	1419	1114	51	20
038.jpg	18	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	210	1158	319	36
038.jpg	18	544,050	1125	1162	96	27
038.jpg	18	บาท	1281	1166	53	21
038.jpg	19	03128-1	320	1215	92	23
038.jpg	19	เงินตอบแทนพิเศษของลูกจ้างประจํา	446	1209	342	37
038.jpg	19	211,110	1287	1217	92	26
