filename	line_num	text	x	y	width	height
029.jpg	0	182	763	73	46	23
029.jpg	1	งาน: บริหารทั่วไปและบริหารการคลัง	88	295	368	34
029.jpg	1	6,515,400	1235	305	115	27
029.jpg	1	บาท	1393	308	54	21
029.jpg	2	1.	90	354	28	23
029.jpg	2	งบบุคลากร	126	356	120	29
029.jpg	2	5,652,900	1066	354	115	26
029.jpg	2	บาท	1247	356	54	21
029.jpg	3	1.1 เงินเดือน	128	393	135	29
029.jpg	3	5,025,000	1066	398	115	25
029.jpg	3	บาท	1247	401	54	21
029.jpg	4	01101-1	246	444	94	22
029.jpg	4	อัตราเดิม 14 อัตรา	381	438	187	29
029.jpg	4	4,700,900	1238	446	113	26
029.jpg	4	บาท	1395	449	51	20
029.jpg	5	01102-1	246	491	94	22
029.jpg	5	เงินเลื่อนขั้น	382	478	120	36
029.jpg	5	282,100	1257	495	94	26
029.jpg	5	บาท	1395	498	51	20
029.jpg	6	01107-1	246	542	94	22
029.jpg	6	เงินค่าตอบแทนรายเดือนของข้าราชการ	382	536	371	29
029.jpg	6	42,000	1270	544	81	26
029.jpg	6	บาท	1395	547	51	20
029.jpg	7	1.2 ค่าจ้างประจํา[ |	128	579	202	35
029.jpg	7	414,300	1084	588	97	26
029.jpg	7	บาท	1247	593	54	21
029.jpg	8	01201-1	246	635	94	22
029.jpg	8	อัตราเดิม 2 อัตรา	381	629	174	29
029.jpg	8	403,500	1257	637	94	26
029.jpg	8	บาท	1395	640	51	20
029.jpg	9	01202-1	246	682	94	22
029.jpg	9	เงินเพิ่มค่าจ้างประจํา	382	672	202	34
029.jpg	9	9,100	1283	685	68	26
029.jpg	9	บาท	1395	688	51	20
029.jpg	10	01206-1	246	730	94	23
029.jpg	10	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	382	724	396	37
029.jpg	10	1,600	1285	732	66	26
029.jpg	10	บาท	1395	735	51	20
029.jpg	11	1.3 ค่าตอบแทน ใช้สอย และวัสดุ| |	128	767	344	43
029.jpg	11	213,600	1085	778	96	25
029.jpg	11	บาท	1247	781	54	21
029.jpg	12	03293-1	246	823	94	23
029.jpg	12	เงินสมทบเข้ากองทุนเงินทดแทน	382	817	304	37
029.jpg	12	200,000	1257	825	94	26
029.jpg	12	บาท	1395	828	51	20
029.jpg	13	03611-1	246	871	94	23
029.jpg	13	ค่าเครื่องแต่งกาย	381	860	167	34
029.jpg	13	2,600	1283	873	68	26
029.jpg	13	บาท	1395	876	51	20
029.jpg	14	03128-1	246	918	94	23
029.jpg	14	เงินตอบแทนพิเศษของลูกจ้างประจํา	382	912	342	37
029.jpg	14	11,000	1272	920	79	26
029.jpg	14	บาท	1395	923	51	20
029.jpg	15	2.	88	1017	30	23
029.jpg	15	งบดําเนินงาน	126	1011	141	29
029.jpg	15	842,600	1085	1016	96	26
029.jpg	15	บาท	1247	1019	54	21
029.jpg	16	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	126	1056	322	38
029.jpg	16	712,600	1085	1062	96	25
029.jpg	16	บาท	1247	1065	54	21
