filename	line_num	text	x	y	width	height	page
65044.pdf	0	225	761	73	47	22	23
65044.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	132	332	452	29	23
65044.pdf	2	งาน: อํานวยการและบริหารสํานักงานเขต	133	380	405	29	23
65044.pdf	2	13858700	1231	386	126	26	23
65044.pdf	2	บาท	1393	388	54	21	23
65044.pdf	3	1. งบบุคลากร	135	434	144	31	23
65044.pdf	3	4761520	1051	433	116	27	23
65044.pdf	3	บาท	1243	436	54	21	23
65044.pdf	4	1.1 เงินเดือน	159	473	134	29	23
65044.pdf	4	3147520	1052	477	115	26	23
65044.pdf	4	บาท	1243	481	54	21	23
65044.pdf	5	01101-1	217	523	93	22	23
65044.pdf	5	อัตราเดิม 8 อัตรา	334	517	174	29	23
65044.pdf	5	2743760	1245	525	112	26	23
65044.pdf	5	บาท	1395	528	51	20	23
65044.pdf	6	01102-1	217	571	93	22	23
65044.pdf	6	เงินเลื่อนขั้น	335	558	120	36	23
65044.pdf	6	164440	1266	573	91	26	23
65044.pdf	6	บาท	1395	576	51	20	23
65044.pdf	7	01106-1	217	618	93	23	23
65044.pdf	7	เงินประจําตําแหน่ง	335	613	183	28	23
65044.pdf	7	101760	1266	620	91	26	23
65044.pdf	7	บาท	1395	623	51	20	23
65044.pdf	8	01107-1	217	666	93	22	23
65044.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	335	660	371	29	23
65044.pdf	8	118560	1266	668	91	26	23
65044.pdf	8	บาท	1395	671	51	20	23
65044.pdf	9	01108-1	217	713	93	23	23
65044.pdf	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	335	702	401	34	23
65044.pdf	9	13120	1279	715	78	26	23
65044.pdf	9	บาท	1395	718	51	20	23
65044.pdf	10	01109-1	217	761	93	23	23
65044.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	335	755	368	29	23
65044.pdf	10	5880	1290	763	67	26	23
65044.pdf	10	บาท	1395	766	51	20	23
65044.pdf	11	1.2 ค่าจ้างประจํา	151	802	177	30	23
65044.pdf	11	1365840	1054	807	113	26	23
65044.pdf	11	บาท	1243	811	54	21	23
65044.pdf	12	01201-1	217	854	93	22	23
65044.pdf	12	อัตราเดิม 6 อัตรา	327	848	174	29	23
65044.pdf	12	1233360	1247	856	110	26	23
65044.pdf	12	บาท	1395	859	51	20	23
65044.pdf	13	01202-1	217	901	93	22	23
65044.pdf	13	เงินเพิ่มค่าจ้างประจํา	328	891	202	34	23
65044.pdf	13	174000	1277	904	80	26	23
65044.pdf	13	บาท	1395	907	51	20	23
65044.pdf	14	01205-1	217	949	93	23	23
65044.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	328	938	429	42	23
65044.pdf	14	38400	1277	951	80	26	23
65044.pdf	14	บาท	1395	954	51	20	23
65044.pdf	15	01206-1	217	996	93	23	23
65044.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	328	991	396	37	23
65044.pdf	15	20080	1277	999	80	26	23
65044.pdf	15	บาท	1395	1002	51	20	23
65044.pdf	16	1.3 ค่าจ้างชั่วคราว| |	151	1033	215	35	23
65044.pdf	16	230400	1071	1043	96	26	23
65044.pdf	16	บาท	1243	1047	54	21	23
65044.pdf	17	02101-1	217	1089	93	22	23
65044.pdf	17	ค่าจ้างชั่วคราว 2 อัตรา	327	1079	222	34	23
65044.pdf	17	170280	1266	1092	91	26	23
65044.pdf	17	บาท	1395	1095	51	20	23
65044.pdf	18	02102-1	217	1137	93	22	23
65044.pdf	18	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	328	1126	439	42	23
65044.pdf	18	217120	1277	1139	80	26	23
65044.pdf	18	บาท	1395	1142	51	20	23
65044.pdf	19	02103-1	217	1184	93	23	23
65044.pdf	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	328	1174	406	42	23
65044.pdf	19	38400	1277	1187	80	26	23
65044.pdf	19	บาท	1395	1190	51	20	23
65044.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ]	151	1221	343	43	23
65044.pdf	20	17760	1087	1232	80	25	23
65044.pdf	20	บาท	1243	1235	54	21	23
65044.pdf	21	03217-1	217	1278	93	23	23
65044.pdf	21	เงินสมทบกองทุนประกันสังคม	328	1272	287	37	23
65044.pdf	21	11520	1279	1280	78	26	23
65044.pdf	21	บาท	1395	1283	51	20	23
65044.pdf	22	03611-1	217	1325	93	23	23
65044.pdf	22	ค่าเครื่องแต่งกาย	327	1314	167	34	23
65044.pdf	22	6240	1290	1327	67	26	23
65044.pdf	22	บาท	1395	1330	51	20	23
65044.pdf	23	2. งบดําเนินงาน	133	1418	168	29	23
65044.pdf	23	9097180	1052	1424	115	25	23
65044.pdf	23	บาท	1243	1426	54	21	23
65044.pdf	24	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	188	1463	321	38	23
65044.pdf	24	6435980	1052	1468	115	26	23
65044.pdf	24	บาท	1243	1472	54	21	23
65044.pdf	25	2.1.1 ค่าตอบแทน	251	1512	186	27	23
65044.pdf	25	226520	1071	1515	96	25	23
65044.pdf	25	บาท	1243	1518	54	21	23
65044.pdf	26	ค่าอาหารทําการนอกเวลา	291	1556	245	28	23
65044.pdf	26	ค่าเบี้ยประชุม	541	1548	138	44	23
65044.pdf	27	2.1.2 ค่าใช้สอย	251	1603	161	30	23
65044.pdf	27	5982780	1052	1608	115	25	23
65044.pdf	27	บาท	1243	1612	54	21	23
65044.pdf	28	ส่วนใหญ่เป็นค่าจ้างเหมาดูแลทรัพย์สิน	291	1647	364	38	23
65044.pdf	29	และรักษาความปลอดภัย ค่าจ้างทําความสะอาดอาคาร	292	1695	504	29	23
65044.pdf	30	ค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ ฯลฯ	291	1738	426	42	23
65044.pdf	0	226	761	73	48	23	24
65044.pdf	1	2.1.3 ค่าวัสดุ	251	330	138	37	24
65044.pdf	1	226680	1071	335	96	25	24
65044.pdf	1	บาท	1243	338	54	21	24
65044.pdf	2	ส่วนใหญ่เป็นค่าวัสดุน้ามันเชื้อเพลิงและน้้ามันหล่อลื่น	291	368	499	44	24
65044.pdf	3	ค่าวัสดุยานพาหนะ ค่าว์สดุไฟฟ้า ประปา งานบ้าน	291	422	465	37	24
65044.pdf	4	งานครัว และงานสวน ฯลฯ	291	470	255	29	24
65044.pdf	5	2.2 ค่าสาธารณูปโภค| |	188	512	238	43	24
65044.pdf	5	2661200	1052	523	115	25	24
65044.pdf	5	บาท	1243	526	54	21	24
65044.pdf	6	ค่าไฟฟ้า ค่าน้าประปา ค่าโทรศัพท์เคลื่อนที่	215	558	402	36	24
65044.pdf	0	227	761	73	48	22	25
65044.pdf	1	งาน: ปกครอง	133	335	143	26	25
65044.pdf	1	12492800	1231	337	126	27	25
65044.pdf	1	บาท	1393	340	54	21	25
65044.pdf	2	1. งบบุคลากร	135	386	144	31	25
65044.pdf	2	7142280	1052	385	115	27	25
65044.pdf	2	บาท	1243	388	54	21	25
65044.pdf	3	1.1 เงินเดือน	167	425	134	29	25
65044.pdf	3	4721280	1051	429	116	27	25
65044.pdf	3	บาท	1243	433	54	21	25
65044.pdf	4	01101-1	217	476	93	22	25
65044.pdf	4	อัตราเดิม 11	327	470	127	29	25
65044.pdf	4	อัตรา	454	470	60	29	25
65044.pdf	4	4115640	1245	478	112	26	25
65044.pdf	4	บาท	1395	481	51	20	25
65044.pdf	5	01102-1	217	523	93	22	25
65044.pdf	5	เงินเลื่อนขั้น	328	510	120	36	25
65044.pdf	5	246660	1264	525	93	26	25
65044.pdf	5	บาท	1395	528	51	20	25
65044.pdf	6	01106-1	217	571	93	23	25
65044.pdf	6	เงินประจําตําแหน่ง	328	566	182	28	25
65044.pdf	6	152640	1266	573	91	26	25
65044.pdf	6	บาท	1395	576	51	20	25
65044.pdf	7	01107-1	217	618	93	22	25
65044.pdf	7	เงินค่าตอบแทนรายเดือนของข้าราชการ	328	612	371	29	25
65044.pdf	7	177840	1266	620	91	26	25
65044.pdf	7	บาท	1395	623	51	20	25
65044.pdf	8	01108-1	217	666	93	23	25
65044.pdf	8	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	328	655	400	34	25
65044.pdf	8	19680	1279	668	78	26	25
65044.pdf	8	บาท	1395	671	51	20	25
65044.pdf	9	01109-1	217	713	93	23	25
65044.pdf	9	เงินช่วยเหลือค่าครองชีพของข้าราชการ	328	707	367	29	25
65044.pdf	9	8820	1290	715	67	26	25
65044.pdf	9	บาท	1395	718	51	20	25
65044.pdf	10	1.2 81819058811	167	750	202	35	25
65044.pdf	10	2048760	1052	760	115	26	25
65044.pdf	10	บาท	1243	764	54	21	25
65044.pdf	11	01201-1	217	806	93	22	25
65044.pdf	11	อัตราเดิม 9 อัตรา	327	801	174	29	25
65044.pdf	11	1850040	1247	809	110	26	25
65044.pdf	11	บาท	1395	812	51	20	25
65044.pdf	12	01202-1	217	854	93	22	25
65044.pdf	12	เงินเพิ่มค่าจ้างประจํา	328	843	202	34	25
65044.pdf	12	111000	1266	856	91	26	25
65044.pdf	12	บาท	1395	859	51	20	25
65044.pdf	13	01205-1	217	901	93	23	25
65044.pdf	13	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	328	891	429	42	25
65044.pdf	13	57600	1277	904	80	26	25
65044.pdf	13	บาท	1395	907	51	20	25
65044.pdf	14	01206-1	217	949	93	23	25
65044.pdf	14	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	328	943	396	37	25
65044.pdf	14	30120	1277	951	80	26	25
65044.pdf	14	บาท	1395	954	51	20	25
