filename	line_num	text	x	y	width	height
022.jpg	0	23	906	98	36	24
022.jpg	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	316	240	434	31
022.jpg	2	งานอํานวยการและบริหารสํานักงานเขต	317	289	378	31
022.jpg	2	10350780	1284	295	125	28
022.jpg	2	บาท	1415	297	51	22
022.jpg	3	1. งบบุคลากร	318	344	140	32
022.jpg	3	5716350	1144	343	112	29
022.jpg	3	บาท	1262	346	52	22
022.jpg	4	1.1 เงินเดือน	346	387	130	31
022.jpg	4	3648750	1143	391	113	29
022.jpg	4	บาท	1263	395	51	22
022.jpg	5	01101-2	432	441	92	26
022.jpg	5	อัตราเดิม 10 อัตรา	553	436	179	31
022.jpg	5	3178850	1303	441	106	29
022.jpg	5	บาท	1416	444	49	23
022.jpg	6	01102-1	432	490	90	26
022.jpg	6	เงินเลื่อนขั้น	553	478	116	38
022.jpg	6	190750	1322	490	87	29
022.jpg	6	บาท	1416	493	49	23
022.jpg	7	01106-1	432	539	90	26
022.jpg	7	เงินประจําตําแหน่ง	553	535	178	30
022.jpg	7	127200	1322	540	87	29
022.jpg	7	บาท	1416	542	49	23
022.jpg	8	01107-1	432	589	90	25
022.jpg	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	553	582	360	32
022.jpg	8	148200	1322	589	87	29
022.jpg	8	บาท	1416	591	49	23
022.jpg	9	01108-1	432	638	90	25
022.jpg	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	553	627	389	36
022.jpg	9	2900	1345	638	65	29
022.jpg	9	บาท	1416	640	49	23
022.jpg	10	01109-1	432	686	90	26
022.jpg	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	553	680	356	32
022.jpg	10	850	1363	687	46	26
022.jpg	10	บาท	1416	689	49	23
022.jpg	11	1.2 ค่าจ้างประจํา	338	731	172	31
022.jpg	11	1706650	1145	735	111	29
022.jpg	11	บาท	1262	739	52	22
022.jpg	12	01201-1	424	784	90	26
022.jpg	12	อัตราเดิม 9 อัตรา	546	779	166	31
022.jpg	12	1586700	1305	785	104	29
022.jpg	12	บาท	1416	788	49	23
022.jpg	13	01202-1	424	833	90	26
022.jpg	13	เงินเพิ่มค่าจ้างประจํา	546	823	195	36
022.jpg	13	72400	1333	834	76	29
022.jpg	13	บาท	1416	837	49	23
022.jpg	14	01205-1	424	882	90	26
022.jpg	14	เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างประจํา	546	872	415	43
022.jpg	14	33050	1333	883	76	29
022.jpg	14	บาท	1416	886	49	23
022.jpg	15	01206-1	424	932	90	26
022.jpg	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	546	926	383	39
022.jpg	15	16500	1335	932	74	29
022.jpg	15	บาท	1416	935	49	23
022.jpg	16	1.3 ค่าจ้างชั่วคราว	338	971	186	36
022.jpg	16	312000	1162	981	94	28
022.jpg	16	บาท	1262	984	52	22
022.jpg	17	02101-1	424	1030	90	26
022.jpg	17	ค่าจ้างชั่วคราว 3 อัตรา	546	1020	213	36
022.jpg	17	231600	1320	1030	89	29
022.jpg	17	บาท	1416	1033	49	23
022.jpg	18	02102-1	424	1079	90	26
022.jpg	18	เงินเพิ่มการครองซีพชั่วคราวของลูกจ้างชั่วคราว	546	1069	424	43
022.jpg	18	28400	1333	1079	76	29
022.jpg	18	บาท	1416	1082	49	23
022.jpg	19	02103-1	424	1128	90	26
022.jpg	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	546	1118	392	43
022.jpg	19	52000	1333	1129	76	29
022.jpg	19	บาท	1416	1132	49	23
022.jpg	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	338	1172	311	39
022.jpg	20	48950	1176	1176	80	29
022.jpg	20	บาท	1262	1181	52	22
022.jpg	21	03128-1	424	1226	90	26
022.jpg	21	เงินตอบแทนพิเศษของลูกจ้างประจํา	546	1221	331	38
022.jpg	21	15150	1335	1227	74	29
022.jpg	21	บาท	1416	1230	49	23
