filename	line_num	text	x	y	width	height	page
65057.pdf	0	395	825	69	53	24	25
65057.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	308	222	466	30	25
65057.pdf	2	งานอํานวยการและบริหารสํานักงานเขต	308	273	406	31	25
65057.pdf	2	14485880	1256	280	133	27	25
65057.pdf	2	บาท	1396	283	55	20	25
65057.pdf	3	1. งบบุคลากร	309	332	150	32	25
65057.pdf	3	9,002,640	1109	332	121	27	25
65057.pdf	3	4	1236	335	56	20	25
65057.pdf	4	1.1	342	383	41	24	25
65057.pdf	4	เงินเดือน	384	377	98	30	25
65057.pdf	4	6,315,520	1109	383	121	27	25
65057.pdf	4	4	1236	386	56	20	25
65057.pdf	5	01101-1	380	436	97	24	25
65057.pdf	5	อัตราเดิม 8 อัตรา	517	430	181	30	25
65057.pdf	5	5542480	1274	436	115	27	25
65057.pdf	5	บาท	1396	438	54	21	25
65057.pdf	6	01102-1	380	488	97	24	25
65057.pdf	6	เงินเลื่อนขั้น	519	475	125	37	25
65057.pdf	6	319600	1294	488	95	27	25
65057.pdf	6	บาท	1396	489	54	21	25
65057.pdf	7	01106-1	380	539	97	24	25
65057.pdf	7	เงินประจําตําแหน่ง	519	534	191	29	25
65057.pdf	7	203520	1294	539	95	27	25
65057.pdf	7	บาท	1396	541	54	21	25
65057.pdf	8	01107-1	380	591	97	24	25
65057.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	519	585	391	30	25
65057.pdf	8	237120	1294	591	95	27	25
65057.pdf	8	บาท	1396	593	54	21	25
65057.pdf	9	01108-1	380	643	97	24	25
65057.pdf	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	519	632	419	35	25
65057.pdf	9	6400	1320	643	69	27	25
65057.pdf	9	บาท	1396	644	54	21	25
65057.pdf	10	01109-1	380	694	97	24	25
65057.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	519	688	385	30	25
65057.pdf	10	6400	1320	694	69	27	25
65057.pdf	10	บาท	1396	696	54	21	25
65057.pdf	11	1.2 ค่าจ้างประจํา	342	738	185	31	25
65057.pdf	11	2,536,960	1109	745	121	27	25
65057.pdf	11	4	1236	749	56	20	25
65057.pdf	12	01201-1	380	797	97	24	25
65057.pdf	12	อัตราเดิม 6 อัตรา	509	791	182	30	25
65057.pdf	12	2229360	1274	797	115	27	25
65057.pdf	12	บาท	1396	799	54	21	25
65057.pdf	13	01202-1	380	849	97	24	25
65057.pdf	13	เงินเพิ่มค่าจ้างประจํา	511	838	211	35	25
65057.pdf	13	127200	1296	849	93	27	25
65057.pdf	13	บาท	1396	851	54	21	25
65057.pdf	14	01205-1	380	901	97	24	25
65057.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	511	890	448	43	25
65057.pdf	14	115200	1296	901	93	27	25
65057.pdf	14	บาท	1396	902	54	21	25
65057.pdf	15	01206-1	380	952	97	24	25
65057.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	511	946	414	38	25
65057.pdf	15	65200	1307	952	82	27	25
65057.pdf	15	บาท	1396	954	54	21	25
65057.pdf	16	1.3 ค่าจ้างชั่วคราว	342	991	200	36	25
65057.pdf	16	115,200	1131	1003	99	27	25
65057.pdf	16	4	1236	1007	56	20	25
65057.pdf	17	02101-1	380	1055	97	24	25
65057.pdf	17	ค่าจ้างชั่วคราว 1	510	1044	169	35	25
65057.pdf	17	อัตรา	678	1049	62	30	25
65057.pdf	17	83440	1307	1055	82	27	25
65057.pdf	17	บาท	1396	1057	54	21	25
65057.pdf	18	02102-1	380	1107	97	24	25
65057.pdf	18	เงินเพิ่มกา รครองชีพชั่วค รา วของลูกจ้า งชัวครา ว	511	1096	459	43	25
65057.pdf	18	12560	1309	1107	80	27	25
65057.pdf	18	บาท	1396	1109	54	21	25
65057.pdf	19	02103-1	380	1159	97	24	25
65057.pdf	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	511	1148	425	43	25
65057.pdf	19	19200	1309	1159	80	27	25
65057.pdf	19	บาท	1396	1161	54	21	25
65057.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	342	1203	333	39	25
65057.pdf	20	34,960	1143	1209	87	27	25
65057.pdf	20	4	1236	1213	56	20	25
65057.pdf	21	03122-1	380	1262	97	24	25
65057.pdf	21	เงินตอบแทนพิเศษของข้าราชการ	511	1256	329	30	25
65057.pdf	21	16160	1309	1262	80	27	25
65057.pdf	21	บาท	1396	1264	54	21	25
65057.pdf	22	03217-1	380	1314	97	24	25
65057.pdf	22	เงินสมทบกองทุนประกันสังคม	511	1308	299	38	25
65057.pdf	22	11520	1309	1314	80	27	25
65057.pdf	22	บาท	1396	1315	54	21	25
65057.pdf	23	03611-1	380	1365	97	24	25
65057.pdf	23	ค่าเครื่องแต่งกาย	510	1354	174	35	25
65057.pdf	23	7280	1320	1365	69	27	25
65057.pdf	23	บาท	1396	1367	54	21	25
65057.pdf	24	2. งบดําเนินงาน	308	1461	174	30	25
65057.pdf	24	4,608,240	1109	1467	121	27	25
65057.pdf	24	4	1236	1470	56	20	25
65057.pdf	25	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	341	1512	334	39	25
65057.pdf	25	1,154,560	1110	1519	120	27	25
65057.pdf	25	4	1236	1523	56	20	25
65057.pdf	26	2.1.1 ค่าตอบแทน	382	1565	192	29	25
65057.pdf	26	119,000	1131	1570	99	27	25
65057.pdf	26	4	1236	1575	56	20	25
65057.pdf	27	ค่าอาหารทําการนอกเวลา	510	1618	257	29	25
65057.pdf	28	2.1.2 ค่าใช้สอย	382	1668	168	31	25
65057.pdf	28	718,240	1130	1674	100	27	25
65057.pdf	28	4	1236	1678	56	20	25
65057.pdf	29	ส่วนใหญ่เป็นค่าจ้างเหมาเอกชนทําความสะอาดอาคาร	510	1719	527	37	25
65057.pdf	30	สํานักงานเขต	510	1772	140	30	25
65057.pdf	30	ค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ	656	1767	396	43	25
65057.pdf	31	ค่าจ้างเหมาบริการเป็นรายบุคคล	510	1822	323	40	25
65057.pdf	32	2.1.3 ค่าวัสดุ	382	1873	143	39	25
65057.pdf	32	251,320	1130	1880	100	27	25
65057.pdf	32	4	1236	1884	56	20	25
65057.pdf	33	ส่วนใหญ่เป็นค่าวัสดุอุปกรณ์คอมพิวเตอร์	510	1925	400	40	25
65057.pdf	34	ค่าวัสดุสํานักงานประเภทเครื่องเขียน แบบพิมพ์	510	1974	465	43	25
65057.pdf	35	และค่าวัสดุน้ามันเชื้อเพลิงและน้ามันหล่อลื่น ฯลฯ	511	2023	486	45	25
65057.pdf	0	396	825	69	54	24	26
65057.pdf	1	2.2 ค่าสาธารณูปโภค	341	209	221	38	26
65057.pdf	1	3,453,680	1109	215	121	27	26
65057.pdf	1	4	1236	219	56	20	26
65057.pdf	2	ค่าไฟฟ้า	510	261	90	31	26
65057.pdf	3	ค่าน้าประปา	510	306	132	37	26
65057.pdf	4	ค่าโทรศัพท์	510	365	121	30	26
65057.pdf	5	3. งบลงทุน	308	473	125	32	26
65057.pdf	5	875,000	1130	473	100	27	26
65057.pdf	5	4	1236	476	56	20	26
65057.pdf	6	ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง	341	513	323	44	26
65057.pdf	6	875,000	1130	525	100	27	26
65057.pdf	6	4	1236	529	56	20	26
