filename	line_num	text	x	y	width	height	page
65029.pdf	0	27	829	107	37	25	26
65029.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	257	210	434	31	26
65029.pdf	2	งานอํานวยการและบริหารสํานักงานเขต	258	261	378	31	26
65029.pdf	2	4077288	1237	266	113	29	26
65029.pdf	2	บาท	1356	269	51	22	26
65029.pdf	3	1. งบบุคลากร	259	318	141	32	26
65029.pdf	3	2 186880	1084	317	113	29	26
65029.pdf	3	บาท	1203	320	52	22	26
65029.pdf	4	1.1 เงินเดือน	287	362	130	31	26
65029.pdf	4	1438980	1085	366	112	29	26
65029.pdf	4	บาท	1203	371	52	22	26
65029.pdf	5	01101-1	372	417	90	25	26
65029.pdf	5	อัตราเดิม 4 อัตรา	494	411	167	31	26
65029.pdf	5	1251380	1245	418	105	29	26
65029.pdf	5	บาท	1364	421	49	23	26
65029.pdf	6	01102-1	372	467	90	26	26
65029.pdf	6	เงินเลื่อนขั้น	494	455	116	38	26
65029.pdf	6	75180	1273	469	77	29	26
65029.pdf	6	บาท	1364	472	49	23	26
65029.pdf	7	01106-1	372	518	90	26	26
65029.pdf	7	เงินประจําตําแหน่ง	494	514	178	30	26
65029.pdf	7	50880	1273	520	77	29	26
65029.pdf	7	บาท	1364	523	49	23	26
65029.pdf	8	01107-1	372	570	90	25	26
65029.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	494	563	360	32	26
65029.pdf	8	59280	1273	571	77	29	26
65029.pdf	8	บาท	1364	574	49	23	26
65029.pdf	9	01108-1	372	621	90	25	26
65029.pdf	9	เงินเพิ่มการครอง ชีพชั่วคราว ของข้าราชการ	494	610	388	36	26
65029.pdf	9	1740	1288	622	62	29	26
65029.pdf	9	บาท	1364	625	49	23	26
65029.pdf	10	01109-1	372	671	90	26	26
65029.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	494	665	356	32	26
65029.pdf	10	520	1303	673	47	26	26
65029.pdf	10	บาท	1364	676	49	23	26
65029.pdf	11	1.2 ค่าจ้างประจํา	299	719	172	31	26
65029.pdf	11	692160	1103	723	94	29	26
65029.pdf	11	บาท	1203	727	52	22	26
65029.pdf	12	01201-1	365	773	90	26	26
65029.pdf	12	อัตราเดิม 3 อัตรา	486	768	167	31	26
65029.pdf	12	641480	1261	775	89	29	26
65029.pdf	12	บาท	1357	778	49	23	26
65029.pdf	13	01202-1	365	824	90	26	26
65029.pdf	13	เงินเพิ่มค่าจ้างประจํา	486	814	196	36	26
65029.pdf	13	32440	1273	826	77	29	26
65029.pdf	13	บาท	1357	829	49	23	26
65029.pdf	14	01205-1	365	875	90	26	26
65029.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	486	865	416	43	26
65029.pdf	14	13240	1275	877	75	29	26
65029.pdf	14	บาท	1357	880	49	23	26
65029.pdf	15	01206-1	365	926	90	26	26
65029.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	486	920	384	39	26
65029.pdf	15	5000	1286	928	64	29	26
65029.pdf	15	บาท	1357	931	49	23	26
65029.pdf	16	1.3 ค่าจ้างชั่วคราว	299	969	186	36	26
65029.pdf	16	43220	1116	977	81	29	26
65029.pdf	16	บาท	1203	982	52	22	26
65029.pdf	17	02101-1	365	1028	90	26	26
65029.pdf	17	ค่าจ้างชั่วคราว	486	1018	137	36	26
65029.pdf	17	1 อัตรา	624	1023	75	31	26
65029.pdf	17	31300	1273	1030	77	29	26
65029.pdf	17	บาท	1357	1033	49	23	26
65029.pdf	18	02102-1	365	1079	90	26	26
65029.pdf	18	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	486	1069	425	43	26
65029.pdf	18	4720	1286	1081	64	29	26
65029.pdf	18	บาท	1357	1084	49	23	26
65029.pdf	19	02103-1	365	1130	90	26	26
65029.pdf	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	486	1120	392	43	26
65029.pdf	19	7200	1286	1132	64	29	26
65029.pdf	19	บาท	1357	1135	49	23	26
65029.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	299	1177	311	39	26
65029.pdf	20	12520	1117	1182	80	28	26
65029.pdf	20	บาท	1203	1186	52	22	26
65029.pdf	21	03217-1	365	1232	90	26	26
65029.pdf	21	เงินสมทบกองทุนประกันสังคม	486	1227	278	39	26
65029.pdf	21	4320	1286	1234	64	29	26
65029.pdf	21	บาท	1357	1237	49	23	26
65029.pdf	22	03611-1	365	1283	90	26	26
65029.pdf	22	ค่าเครื่องแต่งกาย	486	1273	162	36	26
65029.pdf	22	4160	1286	1285	64	29	26
65029.pdf	22	บาท	1357	1288	49	23	26
65029.pdf	23	03128-1	365	1334	90	26	26
65029.pdf	23	เงินตอบแทนพิเศษของลูกจ้างประจํา	486	1329	332	38	26
65029.pdf	23	4040	1286	1336	64	29	26
65029.pdf	23	บาท	1357	1339	49	23	26
65029.pdf	24	2. งบดําเนินงาน	258	1433	162	31	26
65029.pdf	24	1192408	1085	1438	112	29	26
65029.pdf	24	บาท	1203	1441	52	22	26
65029.pdf	25	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	298	1483	312	39	26
65029.pdf	25	677408	1103	1487	94	29	26
65029.pdf	25	บาท	1203	1492	51	22	26
65029.pdf	26	2.1.1 ค่าตอบแทน	358	1536	180	30	26
65029.pdf	26	154960	1104	1538	93	29	26
