filename	line_num	text	x	y	width	height	page
65048.pdf	0	151	835	71	42	21	29
65048.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	244	262	455	30	29
65048.pdf	2	งาน: อํานวยการและบริหารสํานักงานเขต	245	312	409	29	29
65048.pdf	2	10781490	1250	317	129	27	29
65048.pdf	2	บาท	1416	320	54	20	29
65048.pdf	3	1. งบบุคลากร	246	367	147	31	29
65048.pdf	3	4978080	1112	366	117	27	29
65048.pdf	3	บาท	1287	369	53	20	29
65048.pdf	4	1.1 เงินเดือน	253	409	129	28	29
65048.pdf	4	30909 20	1121	413	110	25	29
65048.pdf	4	บาท	1288	417	51	19	29
65048.pdf	5	01101-1	419	459	84	20	29
65048.pdf	5	อัตราเดิม 8 อัตรา	538	454	155	25	29
65048.pdf	5	2719400	1282	463	101	24	29
65048.pdf	5	บาท	1420	466	47	19	29
65048.pdf	6	01102-1	419	507	84	20	29
65048.pdf	6	เงินเลื่อนขั้น	538	497	108	32	29
65048.pdf	6	141760	1300	511	83	24	29
65048.pdf	6	บาท	1420	514	47	19	29
65048.pdf	7	01106-1	419	556	84	20	29
65048.pdf	7	เงินประจําตําแหน่ง	538	551	163	26	29
65048.pdf	7	101760	1300	561	83	23	29
65048.pdf	7	บาท	1420	563	47	19	29
65048.pdf	8	01107-1	419	605	84	20	29
65048.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	538	599	329	27	29
65048.pdf	8	118560	1300	610	83	23	29
65048.pdf	8	บาท	1420	612	47	19	29
65048.pdf	9	01108-1	419	654	84	20	29
65048.pdf	9	เงินเพิ่มการครองชีพชั่วค ราวของข้าราชการ	538	644	354	31	29
65048.pdf	9	1880	1321	659	62	23	29
65048.pdf	9	บาท	1420	661	47	19	29
65048.pdf	10	01109-1	419	702	84	21	29
65048.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	538	697	324	27	29
65048.pdf	10	1560	1322	708	61	23	29
65048.pdf	10	บาท	1420	710	47	19	29
65048.pdf	11	1.2 ค่าจ้างประจํา|	246	745	173	33	29
65048.pdf	11	1654960	1122	755	109	25	29
65048.pdf	11	บาท	1288	758	51	19	29
65048.pdf	12	01201-1	412	800	84	20	29
65048.pdf	12	อัตราเดิม 7 อัตรา	532	795	154	25	29
65048.pdf	12	1517920	1283	805	100	23	29
65048.pdf	12	บาท	1420	807	47	19	29
65048.pdf	13	01202-1	412	849	84	20	29
65048.pdf	13	เงินเพิ่มค่าจ้างประจํา	532	839	178	31	29
65048.pdf	13	62680	1310	854	73	23	29
65048.pdf	13	บาท	1420	856	47	19	29
65048.pdf	14	01205-1	412	898	84	21	29
65048.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	532	888	378	38	29
65048.pdf	14	41600	1310	902	73	24	29
65048.pdf	14	บาท	1420	905	47	19	29
65048.pdf	15	01206-1	412	946	84	20	29
65048.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	532	941	348	34	29
65048.pdf	15	32760	1310	951	73	23	29
65048.pdf	15	บาท	1420	953	47	19	29
65048.pdf	16	1.3 ค่าจ้างชั่วคราว| |	246	989	206	33	29
65048.pdf	16	172800	1140	999	91	25	29
65048.pdf	16	บาท	1288	1002	51	19	29
65048.pdf	17	02101-1	412	1044	84	20	29
65048.pdf	17	ค่าจ้างชั่วคราว 3 อัตรา	532	1034	197	31	29
65048.pdf	17	125120	1300	1049	83	23	29
65048.pdf	17	บาท	1420	1051	47	19	29
65048.pdf	18	02102-1	412	1093	84	20	29
65048.pdf	18	เงินเพิ่มการครองชีหชั่วคราวของลูกจ้างชั่วคราว	532	1083	387	38	29
65048.pdf	18	18880	1311	1098	72	23	29
65048.pdf	18	บาท	1420	1100	47	19	29
65048.pdf	19	02103-1	412	1141	84	21	29
65048.pdf	19	เงินช่วยเหลือค่าค รองซีพของลูกจ้างชั่วคราว	532	1132	357	38	29
65048.pdf	19	28800	1310	1147	73	23	29
65048.pdf	19	บาท	1420	1149	47	19	29
65048.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ]	246	1184	327	40	29
65048.pdf	20	59400	1152	1194	79	25	29
65048.pdf	20	บาท	1288	1197	51	19	29
65048.pdf	21	03217-1	412	1239	84	21	29
65048.pdf	21	เงินสมทบกองทุนประกันสังคม	532	1234	254	32	29
65048.pdf	21	8640	1321	1243	62	24	29
65048.pdf	21	บาท	1420	1246	47	19	29
65048.pdf	22	03611-1	412	1288	84	21	29
65048.pdf	22	ค่าเครื่องแต่งกาย	532	1278	147	31	29
65048.pdf	22	16320	1311	1293	72	23	29
65048.pdf	22	บาท	1420	1295	47	19	29
65048.pdf	23	03122-1	412	1337	84	21	29
65048.pdf	23	เงินตอบแทนพิเศษของข้าราชการ (เต็มขั้น)	532	1326	356	33	29
65048.pdf	23	14280	1311	1341	72	24	29
65048.pdf	23	บาท	1420	1344	47	19	29
65048.pdf	24	03128-1	412	1385	84	21	29
65048.pdf	24	เงินตอบแทนพิเศษของลูกจ้างประจํา  (เต็มขั้น)	532	1375	380	39	29
65048.pdf	24	20160	1310	1390	73	23	29
65048.pdf	24	บาท	1420	1392	47	19	29
65048.pdf	25	2.งบดําเนินงาน	244	1482	170	29	29
65048.pdf	25	5182960	1113	1487	116	27	29
65048.pdf	25	บาท	1287	1490	53	20	29
65048.pdf	26	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	245	1530	306	35	29
65048.pdf	26	4051760	1121	1535	110	25	29
65048.pdf	26	บาท	1288	1538	51	19	29
65048.pdf	27	2.1.1 ค่าตอบแทน	245	1581	177	26	29
65048.pdf	27	278640	1139	1584	92	25	29
65048.pdf	27	บาท	1288	1587	51	19	29
65048.pdf	28	ค่าอาหารทําการนอกเวลา ค่าเปี้ยประชุม	306	1619	336	38	29
65048.pdf	29	2.1.2 ค่าใช้สอย	245	1677	154	28	29
65048.pdf	29	3192320	1121	1681	110	25	29
65048.pdf	29	บาท	1288	1685	51	19	29
65048.pdf	30	ส่วนใหญ่เป็นค่าจ้างเหมาดูแลทรัพย์สินและ	306	1725	352	35	29
65048.pdf	31	รักษาความปลอดภัย ค่าจ้างทําความสะอาดอาคาร	306	1775	411	27	29
65048.pdf	32	ค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ ฯลฯ	306	1815	376	37	29
65048.pdf	0	152	835	71	44	21	30
65048.pdf	1	2.1.3 ค่าวัสดุ	245	262	131	35	30
65048.pdf	1	580800	1139	267	92	25	30
65048.pdf	1	บาท	1288	270	51	19	30
65048.pdf	2	ส่วนใหญ่เป็นค่าวัสดุน้า มันเชื้อเพลิง ฯ	308	307	328	39	30
65048.pdf	3	ค่าวัสดุไฟฟ้า ประปา ฯ	308	358	202	35	30
65048.pdf	4	ค่าวัสดุยานพาหนะ ฯลฯ	308	410	213	34	30
65048.pdf	5	2.2 ค่าสาธารณูปโภค| |	245	452	226	40	30
65048.pdf	5	1131200	1122	462	109	25	30
65048.pdf	5	บาท	1288	465	51	19	30
65048.pdf	6	ค่าไฟฟ้า ค่าน้าประปา ค่าโทรศัพท์	308	502	305	32	30
65048.pdf	7	3. งบลงทุน	245	611	122	31	30
65048.pdf	7	620450	1132	610	97	27	30
65048.pdf	7	บาท	1287	613	53	20	30
65048.pdf	8	ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง	245	647	295	40	30
65048.pdf	8	620450	1139	657	92	25	30
65048.pdf	8	บาท	1288	660	51	19	30
65048.pdf	9	ค่าครุภัณฑ์	245	701	111	35	30
65048.pdf	9	620450	1139	706	92	25	30
65048.pdf	9	บาท	1288	709	51	19	30
65048.pdf	10	05198-2	412	751	86	21	30
65048.pdf	10	691 เก้าอี้ผู้มาติดต่อ 27ตัว	531	741	223	39	30
65048.pdf	10	62100	1310	756	73	23	30
65048.pdf	10	บาท	1420	758	47	19	30
65048.pdf	11	05101-1	412	800	84	21	30
65048.pdf	11	(2) เครื่องปรับอากาศแบบแยกส่วน (ราคารวมค่าติดตั้ง)	531	789	457	33	30
65048.pdf	12	แบบตู้ตั้งพื้น ขนาด 56,000 78 1 เครื่อง	565	838	352	39	30
65048.pdf	12	57800	1310	854	73	23	30
65048.pdf	12	บาท	1420	856	47	19	30
65048.pdf	13	05198-3	412	898	86	21	30
65048.pdf	13	(3) เก้าอี้พักคอยแบบ 3 ที่นั่ง 6 แถว	531	887	300	33	30
65048.pdf	13	35100	1310	903	73	23	30
65048.pdf	13	บาท	1420	905	47	19	30
65048.pdf	14	05198-4	412	945	86	22	30
65048.pdf	14	8 เก้าอี้พักคอยแบบ ที่นั่ง 26 แถว	531	936	312	33	30
65048.pdf	14	190800	1300	951	83	23	30
65048.pdf	14	บาท	1420	953	47	19	30
65048.pdf	15	05198-5	412	995	85	21	30
65048.pdf	15	5 ตู้เก็บเอกสาร 3 ลิ้นชัก 48 4	531	984	272	39	30
65048.pdf	15	129600	1300	1000	83	23	30
65048.pdf	15	บาท	1420	1002	47	19	30
65048.pdf	16	05198-6	412	1044	85	21	30
65048.pdf	16	(6) ตู้เค็บเอกสารบานเปิด 25 ตู้	531	1037	266	35	30
65048.pdf	16	61250	1310	1049	73	23	30
65048.pdf	16	บาท	1420	1051	47	19	30
65048.pdf	17	05198-7	412	1093	85	21	30
65048.pdf	17	(ๆ เก้าอี้ทํางานระดับปฏิบัติงาน , ปฏิบัติการ ชํานาญงาน ,	531	1082	483	38	30
65048.pdf	18	อาวุโส ชํานาญการ 28 ตัว	565	1137	220	32	30
65048.pdf	18	78400	1310	1146	73	24	30
65048.pdf	18	บาท	1420	1149	47	19	30
65048.pdf	19	05198-8	412	1190	86	21	30
65048.pdf	19	8 เก้าอี้ทํางาน ระดับชํานาญการพิเศษ , อํานวยการต้น 1 ตัว	531	1179	510	36	30
65048.pdf	19	5400	1321	1194	62	24	30
65048.pdf	19	บาท	1420	1197	47	19	30
65048.pdf	0	153	835	71	44	21	31
65048.pdf	1	งาน: ปกครอง	245	265	145	27	31
65048.pdf	1	9921260	1263	268	116	27	31
65048.pdf	1	บาท	1416	271	54	20	31
65048.pdf	2	1. งบบุคลากร	246	318	147	31	31
65048.pdf	2	7446720	1113	317	116	27	31
65048.pdf	2	บาท	1287	320	53	20	31
65048.pdf	3	1.1 เงินเดือน	246	360	129	28	31
65048.pdf	3	4636380	1121	364	110	25	31
65048.pdf	3	บาท	1288	368	51	19	31
65048.pdf	4	01101-1	412	410	84	20	31
65048.pdf	4	อัตราเดิม 11 อัตรา	532	405	166	25	31
65048.pdf	4	4079100	1282	414	101	24	31
65048.pdf	4	บาท	1420	417	47	19	31
65048.pdf	5	01102-1	412	459	84	20	31
65048.pdf	5	เงินเลื่อนขั้น	532	448	107	32	31
65048.pdf	5	212640	1299	463	84	24	31
65048.pdf	5	บาท	1420	466	47	19	31
65048.pdf	6	01106-1	412	507	84	20	31
65048.pdf	6	เงินประจําตําแหน่ง	532	503	162	26	31
65048.pdf	6	152640	1300	511	83	24	31
65048.pdf	6	บาท	1420	514	47	19	31
65048.pdf	7	01107-1	412	556	84	20	31
65048.pdf	7	เงินค่าตอบแทนรายเดือนของข้าราชการ	532	550	328	27	31
65048.pdf	7	177840	1300	560	83	24	31
65048.pdf	7	บาท	1420	563	47	19	31
65048.pdf	8	01108-1	412	605	84	20	31
65048.pdf	8	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	532	595	353	31	31
65048.pdf	8	11820	1311	610	72	23	31
65048.pdf	8	บาท	1420	612	47	19	31
65048.pdf	9	01109-1	412	654	84	21	31
65048.pdf	9	เงินช่วยเหลือค่าครองชีพของข้าราชการ	532	648	324	27	31
65048.pdf	9	2340	1321	658	62	24	31
65048.pdf	9	บาท	1420	661	47	19	31
65048.pdf	10	1.2 ค่าจ้างประจํา|	246	696	173	33	31
65048.pdf	10	2482440	1121	706	110	25	31
65048.pdf	10	บาท	1288	709	51	19	31
65048.pdf	11	01201-1	412	751	84	20	31
65048.pdf	11	อัตราเดิม 11 อัตรา	532	747	166	25	31
65048.pdf	11	2276880	1282	756	101	23	31
65048.pdf	11	บาท	1420	758	47	19	31
65048.pdf	12	01202-1	412	800	84	20	31
65048.pdf	12	เงินเพิ่มค่าจ้างประจํา	532	790	178	31	31
65048.pdf	12	94020	1310	804	73	24	31
65048.pdf	12	บาท	1420	807	47	19	31
65048.pdf	13	01205-1	412	849	84	21	31
65048.pdf	13	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	532	839	378	38	31
65048.pdf	13	62400	1310	853	73	24	31
65048.pdf	13	บาท	1420	856	47	19	31
65048.pdf	14	01206-1	412	898	84	20	31
65048.pdf	14	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	532	892	348	34	31
65048.pdf	14	49140	1310	902	73	24	31
65048.pdf	14	บาท	1420	905	47	19	31
65048.pdf	15	1.3 ค่าจ้างชั่วคราว| |	246	940	206	33	31
65048.pdf	15	259200	1139	950	92	25	31
65048.pdf	15	บาท	1288	953	51	19	31
65048.pdf	16	02101-1	412	995	84	20	31
65048.pdf	16	ค่าจ้างชั่วคราว 4 อัตรา	532	985	197	31	31
65048.pdf	16	187680	1300	1000	83	23	31
65048.pdf	16	บาท	1420	1002	47	19	31
65048.pdf	17	02102-1	412	1044	84	20	31
65048.pdf	17	เงินเพิ่มการครองชีหชั่วคราวของลูกจ้างชั่วคราว	532	1034	388	38	31
65048.pdf	17	28320	1310	1049	73	23	31
65048.pdf	17	บาท	1420	1051	47	19	31
65048.pdf	18	02103-1	412	1093	84	21	31
65048.pdf	18	เงินช่วยเหลือค่าค รองซีพของลูกจ้างชั่วคราว	532	1083	357	38	31
65048.pdf	18	43200	1310	1097	73	24	31
65048.pdf	18	บาท	1420	1100	47	19	31
65048.pdf	19	1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ]	246	1135	327	40	31
65048.pdf	19	68700	1152	1145	79	25	31
65048.pdf	19	บาท	1288	1148	51	19	31
65048.pdf	20	03217-1	412	1190	84	21	31
65048.pdf	20	เงินสมทบกองทุนประกันสังคม	532	1186	254	32	31
65048.pdf	20	12960	1311	1195	72	23	31
65048.pdf	20	บาท	1420	1197	47	19	31
65048.pdf	21	03611-1	412	1239	84	21	31
65048.pdf	21	ค่าเครื่องแต่งกาย	532	1229	147	31	31
65048.pdf	21	4080	1321	1243	62	24	31
65048.pdf	21	บาท	1420	1246	47	19	31
65048.pdf	22	03122-1	412	1288	84	21	31
65048.pdf	22	เงินตอบแทนพิเศษของข้าราชการ (เต็มขั้น)	532	1277	356	33	31
65048.pdf	22	21420	1310	1292	73	24	31
65048.pdf	22	บาท	1420	1295	47	19	31
65048.pdf	23	03128-1	412	1337	84	21	31
65048.pdf	23	เงินตอบแทนพิเศษของลูกจ้างประจํา  (เต็มขั้น)	532	1326	380	39	31
65048.pdf	23	30240	1310	1341	73	24	31
65048.pdf	23	บาท	1420	1344	47	19	31
65048.pdf	24	2.งบดําเนินงาน	244	1434	170	29	31
65048.pdf	24	2122540	1112	1439	117	27	31
65048.pdf	24	บาท	1287	1442	53	20	31
65048.pdf	25	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	245	1482	306	35	31
65048.pdf	25	425740	1139	1486	92	25	31
65048.pdf	25	บาท	1288	1490	51	19	31
65048.pdf	26	2.1.1 ค่าตอบแทน	245	1532	177	26	31
65048.pdf	26	185760	1140	1535	91	25	31
65048.pdf	26	บาท	1288	1538	51	19	31
65048.pdf	27	ค่าอาหารทําการนอกเวลา	306	1576	217	26	31
65048.pdf	28	ค่าเบี้ยประชุม	306	1619	122	38	31
65048.pdf	29	2.1.2 ค่าใช้สอย	245	1677	154	28	31
65048.pdf	29	94780	1152	1681	79	25	31
65048.pdf	29	บาท	1288	1685	51	19	31
65048.pdf	30	ส่วนใหญ่เป็นค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ	306	1722	438	37	31
65048.pdf	31	ค่าจ้างเหมาบริการเป็นรายบุคคล	306	1774	273	34	31
65048.pdf	31	ค่าซ่อมแซมยานพาหนะ ฯลฯ	582	1776	242	26	31
65048.pdf	0	154	835	70	44	22	32
65048.pdf	1	2.1.3 ค่าวัสดุ	245	262	131	35	32
65048.pdf	1	145200	1140	267	91	25	32
65048.pdf	1	บาท	1288	270	51	19	32
65048.pdf	2	ส่วนใหญ่เป็นค่าวัสดุน้ามันเชื้อเพลิง ฯ	306	311	310	38	32
65048.pdf	3	ค่าวัสดุไฟฟ้า ประปา ฯ	306	365	194	33	32
65048.pdf	4	ค่าวัสดุยานพาหนะ ฯลฯ	306	414	205	32	32
65048.pdf	5	2.2 ค่าสาธารณูปโภค| |	245	452	226	40	32
65048.pdf	5	1696800	1122	462	109	25	32
65048.pdf	5	บาท	1288	465	51	19	32
65048.pdf	6	ค่าไฟฟ้า ค่าน้าประปา ค่าโทรศัพท์	306	496	285	32	32
65048.pdf	7	3. งบรายจ่ายอื่น	245	600	173	34	32
65048.pdf	7	352000	1132	611	97	26	32
65048.pdf	7	บาท	1287	613	53	20	32
65048.pdf	8	07110-1	412	654	84	20	32
65048.pdf	8	ค่าใช้จ่ายเกี่ยวกับการสนับสนุนกิจการอาสาสมัคร	532	644	402	37	32
65048.pdf	8	352000	1299	659	84	23	32
65048.pdf	8	บาท	1420	661	47	19	32
65048.pdf	9	ป้องกันภัยฝ่ายพลเรือน	532	697	195	27	32
65048.pdf	0	155	835	71	43	21	33
65048.pdf	1	งาน: บริหารทั่วไปและบริการทะเบียน	245	258	371	34	33
65048.pdf	1	8306700	1263	268	116	27	33
65048.pdf	1	บาท	1416	271	54	20	33
65048.pdf	2	1. งบบุคลากร	246	318	147	31	33
65048.pdf	2	6763200	1113	317	116	27	33
65048.pdf	2	บาท	1287	320	53	20	33
65048.pdf	3	1.1 เงินเดือน	253	360	129	28	33
65048.pdf	3	6522000	1121	364	110	25	33
65048.pdf	3	บาท	1288	368	51	19	33
65048.pdf	4	01101-1	419	410	84	20	33
65048.pdf	4	อัตราเดิม 18 อัตรา	538	405	166	25	33
65048.pdf	4	6109600	1282	415	101	23	33
65048.pdf	4	บาท	1420	417	47	19	33
65048.pdf	5	01102-1	419	459	84	20	33
65048.pdf	5	เงินเลื่อนขั้น	538	448	108	32	33
65048.pdf	5	366600	1299	464	84	23	33
65048.pdf	5	บาท	1420	466	47	19	33
65048.pdf	6	01107-1	419	507	84	20	33
65048.pdf	6	เงินค่าตอบแทนรายเดือนของข้าราชการ	538	502	329	27	33
65048.pdf	6	42000	1310	511	73	24	33
65048.pdf	6	บาท	1420	514	47	19	33
65048.pdf	7	01108-1	419	556	84	20	33
65048.pdf	7	เงินเพิ่มการครองชีพชั่วค ราวของข้าราชการ	538	546	354	31	33
65048.pdf	7	2900	1321	561	62	23	33
65048.pdf	7	บาท	1420	563	47	19	33
65048.pdf	8	01109-1	419	605	84	21	33
65048.pdf	8	เงินช่วยเหลือค่าครองชีพของข้าราชการ	538	599	324	27	33
65048.pdf	8	900	1338	610	45	21	33
65048.pdf	8	บาท	1420	612	47	19	33
65048.pdf	9	1.2 ค่าจ้างประจํา|	246	696	173	33	33
65048.pdf	9	240000	1139	706	92	25	33
65048.pdf	9	บาท	1288	709	51	19	33
65048.pdf	10	01201-1	412	751	84	20	33
65048.pdf	10	อัตราเดิม 1 อัตรา	532	747	154	25	33
65048.pdf	10	225600	1299	756	84	23	33
65048.pdf	10	บาท	1420	758	47	19	33
65048.pdf	11	01202-1	412	800	84	20	33
65048.pdf	11	เงินเพิ่มค่าจ้างประจํา	532	790	178	31	33
65048.pdf	11	14400	1311	804	72	24	33
65048.pdf	11	บาท	1420	807	47	19	33
65048.pdf	12	1.3 ค่าตอบแทน ใช้สอยและวัสดุ| ]	246	891	327	40	33
65048.pdf	12	1200	1166	901	65	25	33
65048.pdf	12	บาท	1288	904	51	19	33
65048.pdf	13	03611-1	412	946	84	21	33
65048.pdf	13	ค่าเครื่องแต่งกาย	532	937	147	31	33
65048.pdf	13	1200	1322	951	61	23	33
65048.pdf	13	บาท	1420	953	47	19	33
65048.pdf	14	2.งบดําเนินงาน	244	1044	170	29	33
65048.pdf	14	1543500	1114	1049	115	27	33
65048.pdf	14	บาท	1287	1052	53	20	33
65048.pdf	15	ค่าตอบแทน ใช้สอยและวัสดุ	245	1091	267	35	33
65048.pdf	15	1543500	1122	1096	109	25	33
65048.pdf	15	บาท	1288	1099	51	19	33
65048.pdf	16	2.1 ค่าตอบแทน	245	1142	158	26	33
65048.pdf	16	425500	1139	1145	92	25	33
65048.pdf	16	บาท	1288	1148	51	19	33
65048.pdf	17	ค่าอาหารทําการนอกเวลา	306	1185	217	26	33
65048.pdf	18	2.2 ค่าใช้สอย	245	1238	135	28	33
65048.pdf	18	861300	1139	1242	92	25	33
65048.pdf	18	บาท	1288	1246	51	19	33
65048.pdf	19	ค่าจ้างเหมาบริการเป็นรายบุคคล	306	1281	273	34	33
65048.pdf	20	ค่าซ่อมแซมครุภัณฑ์	306	1331	173	33	33
65048.pdf	21	ค่าซ่อมแซมยานพาหนะ	306	1380	199	25	33
65048.pdf	22	2.3 87788	245	1433	113	35	33
65048.pdf	22	256700	1139	1438	92	25	33
65048.pdf	22	บาท	1288	1441	51	19	33
65048.pdf	23	ค่าวัสดุสํานักงานประเภทเครื่องเขียน แบบพิมพ์	306	1473	390	37	33
65048.pdf	24	ค่าวัสดุอุปกรณ์คอมพิวเตอร์	306	1526	233	33	33
65048.pdf	25	ค่าวัสดุน้ามันเชื้อเพลิงและน้ามันหล่อลื่น	306	1569	333	38	33
65048.pdf	0	156	835	71	43	21	34
65048.pdf	1	งาน: บริหารทั่วไปและบริหารการคลัง	245	258	369	34	34
65048.pdf	1	5466720	1263	268	116	27	34
65048.pdf	1	บาท	1416	271	54	20	34
65048.pdf	2	1. งบบุคลากร	246	318	147	31	34
65048.pdf	2	4371900	1112	317	117	27	34
65048.pdf	2	บาท	1287	320	53	20	34
65048.pdf	3	1.1 เงินเดือน	246	360	129	28	34
65048.pdf	3	3876600	1121	364	110	25	34
