filename	line_num	text	x	y	width	height
022.jpg	0	85	909	98	36	24
022.jpg	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	320	240	434	31
022.jpg	2	งานอํานวยการและบริหารสํานักงานเขต	321	289	377	31
022.jpg	2	10169990	1287	294	125	29
022.jpg	2	บาท	1418	297	52	22
022.jpg	3	1. งบบุคลากร	322	344	139	32
022.jpg	3	6916740	1147	343	112	29
022.jpg	3	บาท	1265	346	52	22
022.jpg	4	1.1 เงินเดือน	349	387	131	31
022.jpg	4	4745220	1147	391	112	29
022.jpg	4	บาท	1266	395	51	22
022.jpg	5	01101-1	435	442	90	25
022.jpg	5	อัตราเดิม 11 อัตรา	556	436	179	31
022.jpg	5	4150200	1306	441	106	29
022.jpg	5	บาท	1419	444	49	23
022.jpg	6	01102-1	435	490	90	26
022.jpg	6	เงินเลื่อนขั้น	556	478	117	38
022.jpg	6	249000	1323	490	90	29
022.jpg	6	บาท	1419	493	49	23
022.jpg	7	01106-1	435	539	90	26
022.jpg	7	เงินประจําตําแหน่ง	556	535	178	30
022.jpg	7	152640	1325	540	88	29
022.jpg	7	บาท	1419	543	49	23
022.jpg	8	01107-1	435	589	90	25
022.jpg	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	556	582	361	32
022.jpg	8	177840	1325	589	88	29
022.jpg	8	บาท	1419	592	49	23
022.jpg	9	01108-1	435	638	90	25
022.jpg	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	556	627	389	36
022.jpg	9	9600	1348	638	65	29
022.jpg	9	บาท	1419	641	49	23
022.jpg	10	01109-1	435	686	90	26
022.jpg	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	556	680	356	32
022.jpg	10	5940	1348	687	65	29
022.jpg	10	บาท	1419	690	49	23
022.jpg	11	1.2 ค่าจ้างประจํา	349	731	172	31
022.jpg	11	1606980	1148	735	111	29
022.jpg	11	บาท	1266	739	51	22
022.jpg	12	01201-1	428	784	90	26
022.jpg	12	อัตราเดิม 8 อัตรา	549	779	167	31
022.jpg	12	1489920	1308	785	104	29
022.jpg	12	บาท	1419	788	49	23
022.jpg	13	01202-1	428	833	90	26
022.jpg	13	เงินเพิ่มค่าจ้างประจํา	549	823	195	36
022.jpg	13	ฯ71220	1336	834	76	29
022.jpg	13	บาท	1419	837	49	23
022.jpg	14	01205-1	428	882	90	26
022.jpg	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	549	872	416	43
022.jpg	14	33420	1336	883	76	29
022.jpg	14	บาท	1419	886	49	23
022.jpg	15	01206-1	428	932	90	26
022.jpg	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	549	926	383	39
022.jpg	15	12420	1338	932	74	29
022.jpg	15	บาท	1419	935	49	23
022.jpg	16	1.3 ค่าจ้างชั่วคราว	349	971	186	36
022.jpg	16	475260	1166	980	93	29
022.jpg	16	บาท	1266	984	51	22
022.jpg	17	02101-1	428	1030	90	26
