filename	line_num	text	x	y	width	height	page
65072.pdf	0	573	891	118	49	22	27
65072.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	347	219	434	28	27
65072.pdf	2	งาน: อํานวยการและบริหารสํานักงานเขต	348	274	391	28	27
65072.pdf	2	11318776	1322	279	124	26	27
65072.pdf	2	บาท	1459	282	51	19	27
65072.pdf	3	1.งบบุคลากร	349	330	140	29	27
65072.pdf	3	6592156	1176	329	112	26	27
65072.pdf	3	บาท	1349	332	52	19	27
65072.pdf	4	1.1 เงินเดือน	349	370	130	28	27
65072.pdf	4	5128396	1176	374	112	26	27
65072.pdf	4	บาท	1350	378	51	19	27
65072.pdf	5	01101-1	455	421	90	22	27
65072.pdf	5	อัตราเดิม 13 อัตรา	577	415	179	28	27
65072.pdf	5	4486846	1341	421	105	26	27
65072.pdf	5	บาท	1461	424	49	20	27
65072.pdf	6	01102-1	455	470	90	23	27
65072.pdf	6	เงินเลื่อนขั้น	577	458	117	35	27
65072.pdf	6	269220	1358	471	89	26	27
65072.pdf	6	บาท	1461	474	49	20	27
65072.pdf	7	01106-1	455	519	90	23	27
65072.pdf	7	เงินประจําตําแหน่ง	577	515	179	27	27
65072.pdf	7	178080	1360	521	87	25	27
65072.pdf	7	บาท	1461	523	49	20	27
65072.pdf	8	01107-1	455	570	90	22	27
65072.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	577	563	361	29	27
65072.pdf	8	176120	1360	570	87	26	27
65072.pdf	8	บาท	1461	573	49	20	27
65072.pdf	9	01108-1	455	620	90	22	27
65072.pdf	9	เงินเพิ่มก ารค รองชีพชั่ว คราวของข้าราชการ	577	609	389	33	27
65072.pdf	9	11200	1373	620	74	26	27
65072.pdf	9	บาท	1461	623	49	20	27
65072.pdf	10	01109-1	455	668	90	23	27
65072.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	577	662	356	29	27
65072.pdf	10	6930	1383	669	65	26	27
65072.pdf	10	บาท	1461	672	49	20	27
65072.pdf	11	1.2 ค่าจ้างประจํา	349	710	172	28	27
65072.pdf	11	1351350	1177	715	112	25	27
65072.pdf	11	บาท	1350	718	51	19	27
65072.pdf	12	01201-1	455	760	90	23	27
65072.pdf	12	อัตราเดิม 8 อัตรา	577	755	167	28	27
65072.pdf	12	1229340	1343	761	104	26	27
65072.pdf	12	บาท	1461	764	49	20	27
65072.pdf	13	01202-1	455	810	90	23	27
65072.pdf	13	เงินเพิ่มค่าจ้างประจํา	577	800	196	33	27
65072.pdf	13	103880	1360	811	87	26	27
65072.pdf	13	บาท	1461	814	49	20	27
65072.pdf	14	01205-1	455	860	90	23	27
65072.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	577	850	416	40	27
65072.pdf	14	11200	1373	861	74	26	27
65072.pdf	14	บาท	1461	864	49	20	27
65072.pdf	15	01206-1	455	909	90	23	27
65072.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	577	903	383	36	27
65072.pdf	15	6930	1383	910	65	26	27
65072.pdf	15	บาท	1461	913	49	20	27
65072.pdf	16	1.3 ค่าจ้างชั่วคราว	349	946	186	33	27
65072.pdf	16	100870	1196	956	93	25	27
65072.pdf	16	บาท	1350	959	51	19	27
65072.pdf	17	02101-1	455	1001	90	23	27
65072.pdf	17	ค่าจ้างชั่วคราว	577	991	137	33	27
65072.pdf	17	1 อัตรา	715	996	75	28	27
65072.pdf	17	73010	1371	1002	76	26	27
65072.pdf	17	บาท	1461	1005	49	20	27
65072.pdf	18	02102-1	455	1051	90	23	27
65072.pdf	18	เงินเพิ่มก ารค รองชีพชั่ว คราวของลูกจ้างชั่ว คราว	577	1041	425	40	27
65072.pdf	18	11060	1373	1052	74	26	27
65072.pdf	18	บาท	1461	1055	49	20	27
65072.pdf	19	02103-1	455	1101	90	23	27
65072.pdf	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	577	1091	392	40	27
65072.pdf	19	16800	1373	1102	74	26	27
65072.pdf	19	บาท	1461	1105	49	20	27
65072.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	349	1142	311	36	27
65072.pdf	20	11540	1209	1146	80	26	27
65072.pdf	20	บาท	1350	1151	51	19	27
65072.pdf	21	03217-1	455	1193	90	23	27
65072.pdf	21	เงินสมทบกองทุนประกันสังคม	577	1188	278	36	27
65072.pdf	21	5040	1383	1194	65	26	27
65072.pdf	21	บาท	1461	1197	49	20	27
65072.pdf	22	03611-1	455	1242	90	23	27
65072.pdf	22	ค่าเครื่องแต่งกาย	577	1232	162	33	27
65072.pdf	22	6500	1383	1243	65	26	27
65072.pdf	22	บาท	1461	1246	49	20	27
65072.pdf	23	2. งบดําเนินงาน	348	1337	161	28	27
65072.pdf	23	4649600	1176	1342	113	26	27
65072.pdf	23	บาท	1349	1345	52	19	27
65072.pdf	24	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	348	1386	312	36	27
65072.pdf	24	2715500	1176	1392	113	25	27
65072.pdf	24	บาท	1349	1395	52	19	27
65072.pdf	25	2.1.2 ค่าใช้สอย	348	1432	156	29	27
65072.pdf	25	2272600	1176	1437	113	26	27
65072.pdf	25	บาท	1350	1441	51	19	27
65072.pdf	26	ส่วนใหญ่เป็นค่าจ้างเหมาดูแลทรัพย์สิน	457	1472	349	37	27
65072.pdf	27	และรักษาความปลอดภัย ค่าซ่อมแซม	457	1516	339	28	27
65072.pdf	28	เครื่องปรับอากาศ ค่าจ้างเหมาบริการ	457	1554	337	32	27
65072.pdf	29	เป็นรายบุคคล ฯลฯ	457	1599	181	38	27
65072.pdf	30	2.1.3 ค่าวัสดุ	348	1644	134	35	27
65072.pdf	30	442900	1195	1648	94	26	27
65072.pdf	30	บาท	1350	1652	51	19	27
65072.pdf	31	ส่วนใหญ่เป็นค่าวัสดุนํามันเชื้อเพลิง	457	1680	317	41	27
65072.pdf	32	และน้้ามันหล่อลื่น ค่าวัสดุสํานักงาน	457	1722	324	41	27
65072.pdf	33	ค่าวัสดุยานพาหนะ ฯลฯ	457	1769	223	36	27
65072.pdf	0	574	891	117	49	23	28
65072.pdf	1	2.2 ค่าสาธารณูปโภค	348	182	206	36	28
65072.pdf	1	ค่าไฟฟ้าสํานักงาน ค่าน้าประปา	455	217	289	35	28
65072.pdf	1	1934100	1177	185	112	26	28
65072.pdf	1	บาท	1350	190	51	19	28
65072.pdf	2	ค่าโทรศัพท์เคลื่อนที่	455	260	186	32	28
65072.pdf	3	3. งบลงทุน	347	367	117	29	28
65072.pdf	3	77020	1208	367	81	25	28
65072.pdf	3	บาท	1349	369	52	19	28
65072.pdf	4	ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง	378	402	299	40	28
65072.pdf	4	77020	1208	412	81	25	28
65072.pdf	4	บาท	1349	415	52	19	28
65072.pdf	5	ค่าครุภัณฑ์	378	448	113	36	28
65072.pdf	5	77020	1208	454	81	25	28
65072.pdf	5	บาท	1349	457	52	19	28
65072.pdf	6	05105-1	455	499	90	23	28
65072.pdf	6	เครื่องคอมพิวเตอร์ สําหรับงานประมวลผล	577	489	385	33	28
65072.pdf	7	แบบที่ 2 (จอแสดงภาพขนาดไม่น้อยกว่า 19 นิ้ว)	577	542	438	36	28
65072.pdf	8	พร้อมโปรแกรมระบบปฏิบัติการ (๐5) แบบ 6	577	599	463	34	28
65072.pdf	9	ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 2 เครื่อง	577	649	365	41	28
65072.pdf	9	77020	1371	660	76	26	28
65072.pdf	9	บาท	1461	663	49	20	28
65072.pdf	0	575	891	118	49	22	29
65072.pdf	1	งาน: ปกครอง	348	195	138	26	29
65072.pdf	1	4429224	1334	198	113	26	29
65072.pdf	1	บาท	1459	201	52	19	29
65072.pdf	2	1.งบบุคลากร	349	248	140	29	29
65072.pdf	2	2822424	1176	247	113	26	29
65072.pdf	2	บาท	1349	250	52	19	29
65072.pdf	3	1.1 เงินเดือน	349	289	130	28	29
65072.pdf	3	2197884	1176	292	113	26	29
65072.pdf	3	บาท	1350	297	51	19	29
65072.pdf	4	01101-1	455	340	90	22	29
65072.pdf	4	อัตราเดิม 6 อัตรา	577	334	167	28	29
65072.pdf	4	1922934	1343	339	105	26	29
65072.pdf	4	บาท	1461	342	49	20	29
