filename	line_num	text	x	y	width	height	page
65049.pdf	0	215	761	116	47	23	26
65049.pdf	1	งานป้องกันและควบคุมโรค - รหัส 1300020	48	363	433	36	26
65049.pdf	2	วัตถุประสงค์ : “เพื่อลดความเสี่ยงในการแพร่โรค เหตุเดือดร้อนรําคาญ และความไม่ปลอดภัยที่เกิดจากเมลงและสัตว์นําโรค รวมทั้งให้ประชาชนรู้จักป้องกัน	42	410	1495	48	26
65049.pdf	3	ตนเองและหลีกเลี่ยงปัจจัยเสี่ยงที่จะเกิดโรคติดต่อตามฤดูกาล โรคเอดส์ โรคติดต่อทางเพศสัมพันธ์ วัณโรค	47	459	964	42	26
65049.pdf	3	ฯลฯ  และส่งต่อผู้ติดเชื้อหรือ ผู้ป่วยเข้าสู่ระบบการรักษา	1011	458	510	43	26
65049.pdf	4	กิจกรรมหลัก 1 ควบคุมพาหะและแหล่งนําโรค, รณรงค์การกําจัด และควบคุมลูกน้ายุงลาย,	47	625	823	43	26
65049.pdf	4	รณรงค์ป้องกันโรคติดต่อตามฤดูกาล,	875	630	341	38	26
65049.pdf	4	ประสานการฉีดวัคซีน/	1214	631	216	29	26
65049.pdf	4	ฑทํา	1434	632	35	27	26
65049.pdf	5	หมัน/จับสุนัข, ป้องกันและแก้ไขปัญหาเอดส์ วัณโรคและโรคติดต่อทางเพศสัมพันธ์ อํานวยการและบริหารงานทั่วไป, ควบคุมการใช้ยานพาหนะ	47	669	1298	42	26
65049.pdf	6	5      71 ที่ผ่า 1 5 71 7 5 3  7   2568	40	739	1498	849	26
65049.pdf	0	216	761	116	48	23	27
65049.pdf	1	ฝ่ายการศึกษา	48	249	143	29	27
65049.pdf	2	มีภารกิจเกี่ยวกับส่งเสริมสนับสนุนและประสานในเชิงนโยบายให้สถานศึกษาจัดการศึกษาให้เป็นไปตามนโยบาย และมาตรฐานการศึกษาชาติ โดยมี	42	287	1495	48	27
65049.pdf	3	ภารกิจหลักด้านการบริหารงานด้านวิชาการ และการแจ้งเด็กเข้าเกณฑ์การศึกษาภาคบังคับ และมีภารกิจสนับสนุนด้านการบริหารงานงบประมาณ	47	352	1331	38	27
65049.pdf	4	การบริหารงานบุคคลและบริหารงานทั่วไป  รวมทั้งการดูแลศูนย์วิชาการเขต	47	403	688	43	27
65049.pdf	5	งานบริหารทั่วไปฝ่ายการศึกษา - รหัส 1300021	48	516	468	34	27
