filename	line_num	text	x	y	width	height
029.jpg	0	151	835	71	42	21
029.jpg	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	244	262	455	30
029.jpg	2	งาน: อํานวยการและบริหารสํานักงานเขต	245	312	409	29
029.jpg	2	10781490	1250	317	129	27
029.jpg	2	บาท	1416	320	54	20
029.jpg	3	1. งบบุคลากร	246	367	147	31
029.jpg	3	4978080	1112	366	117	27
029.jpg	3	บาท	1287	369	53	20
029.jpg	4	1.1 เงินเดือน	253	409	129	28
029.jpg	4	30909 20	1121	413	110	25
029.jpg	4	บาท	1288	417	51	19
029.jpg	5	01101-1	419	459	84	20
029.jpg	5	อัตราเดิม 8 อัตรา	538	454	155	25
029.jpg	5	2719400	1282	463	101	24
029.jpg	5	บาท	1420	466	47	19
029.jpg	6	01102-1	419	507	84	20
029.jpg	6	เงินเลื่อนขั้น	538	497	108	32
029.jpg	6	141760	1300	511	83	24
029.jpg	6	บาท	1420	514	47	19
029.jpg	7	01106-1	419	556	84	20
029.jpg	7	เงินประจําตําแหน่ง	538	551	163	26
029.jpg	7	101760	1300	561	83	23
029.jpg	7	บาท	1420	563	47	19
029.jpg	8	01107-1	419	605	84	20
029.jpg	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	538	599	329	27
029.jpg	8	118560	1300	610	83	23
029.jpg	8	บาท	1420	612	47	19
029.jpg	9	01108-1	419	654	84	20
029.jpg	9	เงินเพิ่มการครองชีพชั่วค ราวของข้าราชการ	538	644	354	31
029.jpg	9	1880	1321	659	62	23
029.jpg	9	บาท	1420	661	47	19
029.jpg	10	01109-1	419	702	84	21
029.jpg	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	538	697	324	27
029.jpg	10	1560	1322	708	61	23
029.jpg	10	บาท	1420	710	47	19
029.jpg	11	1.2 ค่าจ้างประจํา|	246	745	173	33
029.jpg	11	1654960	1122	755	109	25
029.jpg	11	บาท	1288	758	51	19
029.jpg	12	01201-1	412	800	84	20
029.jpg	12	อัตราเดิม 7 อัตรา	532	795	154	25
029.jpg	12	1517920	1283	805	100	23
029.jpg	12	บาท	1420	807	47	19
029.jpg	13	01202-1	412	849	84	20
029.jpg	13	เงินเพิ่มค่าจ้างประจํา	532	839	178	31
029.jpg	13	62680	1310	854	73	23
029.jpg	13	บาท	1420	856	47	19
029.jpg	14	01205-1	412	898	84	21
029.jpg	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	532	888	378	38
029.jpg	14	41600	1310	902	73	24
029.jpg	14	บาท	1420	905	47	19
029.jpg	15	01206-1	412	946	84	20
029.jpg	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	532	941	348	34
029.jpg	15	32760	1310	951	73	23
029.jpg	15	บาท	1420	953	47	19
029.jpg	16	1.3 ค่าจ้างชั่วคราว| |	246	989	206	33
029.jpg	16	172800	1140	999	91	25
029.jpg	16	บาท	1288	1002	51	19
029.jpg	17	02101-1	412	1044	84	20
029.jpg	17	ค่าจ้างชั่วคราว 3 อัตรา	532	1034	197	31
029.jpg	17	125120	1300	1049	83	23
029.jpg	17	บาท	1420	1051	47	19
029.jpg	18	02102-1	412	1093	84	20
029.jpg	18	เงินเพิ่มการครองชีหชั่วคราวของลูกจ้างชั่วคราว	532	1083	387	38
029.jpg	18	18880	1311	1098	72	23
029.jpg	18	บาท	1420	1100	47	19
029.jpg	19	02103-1	412	1141	84	21
029.jpg	19	เงินช่วยเหลือค่าค รองซีพของลูกจ้างชั่วคราว	532	1132	357	38
029.jpg	19	28800	1310	1147	73	23
029.jpg	19	บาท	1420	1149	47	19
029.jpg	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ| ]	246	1184	327	40
029.jpg	20	59400	1152	1194	79	25
029.jpg	20	บาท	1288	1197	51	19
029.jpg	21	03217-1	412	1239	84	21
029.jpg	21	เงินสมทบกองทุนประกันสังคม	532	1234	254	32
029.jpg	21	8640	1321	1243	62	24
029.jpg	21	บาท	1420	1246	47	19
029.jpg	22	03611-1	412	1288	84	21
029.jpg	22	ค่าเครื่องแต่งกาย	532	1278	147	31
029.jpg	22	16320	1311	1293	72	23
029.jpg	22	บาท	1420	1295	47	19
029.jpg	23	03122-1	412	1337	84	21
029.jpg	23	เงินตอบแทนพิเศษของข้าราชการ (เต็มขั้น)	532	1326	356	33
029.jpg	23	14280	1311	1341	72	24
029.jpg	23	บาท	1420	1344	47	19
029.jpg	24	03128-1	412	1385	84	21
029.jpg	24	เงินตอบแทนพิเศษของลูกจ้างประจํา  (เต็มขั้น)	532	1375	380	39
029.jpg	24	20160	1310	1390	73	23
029.jpg	24	บาท	1420	1392	47	19
029.jpg	25	2.งบดําเนินงาน	244	1482	170	29
