filename	line_num	text	x	y	width	height	page
65050.pdf	0	97	767	118	36	24	27
65050.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	73	322	466	30	27
65050.pdf	2	งาน: อํานวยการและบริหารสํานักงานเขต	73	370	421	31	27
65050.pdf	2	16303247	1265	377	133	27	27
65050.pdf	2	บาท	1405	380	55	20	27
65050.pdf	3	1. งบบุคลากร	74	427	150	32	27
65050.pdf	3	10697291	1089	427	131	27	27
65050.pdf	3	บาท	1229	430	55	20	27
65050.pdf	4	1.1	99	474	41	24	27
65050.pdf	4	เงินเดือน	141	468	98	30	27
65050.pdf	4	1482586	1102	473	120	27	27
65050.pdf	4	บาท	1229	477	55	20	27
65050.pdf	5	01101-1	206	521	96	24	27
65050.pdf	5	อัตราเดิม	345	515	100	30	27
65050.pdf	5	19 อัตรา	446	515	94	30	27
65050.pdf	5	6645541	1283	523	114	27	27
65050.pdf	5	บาท	1413	526	53	21	27
65050.pdf	6	01102-1	206	570	96	24	27
65050.pdf	6	เงินเลื่อนขั้น	347	557	126	37	27
65050.pdf	6	346833	1302	572	96	27	27
65050.pdf	6	บาท	1413	575	53	21	27
65050.pdf	7	01106-1	206	619	96	24	27
65050.pdf	7	เงินประจําตําแหน่ง	347	614	192	29	27
65050.pdf	7	226416	1302	622	96	27	27
65050.pdf	7	บาท	1413	625	53	21	27
65050.pdf	8	01107-1	206	669	96	24	27
65050.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	347	663	391	30	27
65050.pdf	8	263796	1302	671	96	27	27
65050.pdf	8	บาท	1413	674	53	21	27
65050.pdf	9	1.2 ค่าจ้างประจํา| |	99	707	210	36	27
65050.pdf	9	2124290	1102	718	120	27	27
65050.pdf	9	บาท	1229	722	55	20	27
65050.pdf	10	01201-1	198	766	96	24	27
65050.pdf	10	อัตราเดิม 13 อัตรา	337	760	195	30	27
65050.pdf	10	2537835	1283	768	115	27	27
65050.pdf	10	บาท	1405	771	53	21	27
65050.pdf	11	01202-1	198	815	96	24	27
65050.pdf	11	เงินเพิ่มค่าจ้างประจํา	339	804	211	35	27
65050.pdf	11	119705	1304	817	94	27	27
65050.pdf	11	บาท	1405	820	53	21	27
65050.pdf	12	01205-1	198	865	96	24	27
65050.pdf	12	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	339	854	448	43	27
65050.pdf	12	8427120	1316	867	82	27	27
65050.pdf	12	บาท	1405	870	53	21	27
65050.pdf	13	01206-1	198	914	96	24	27
65050.pdf	13	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	339	908	414	38	27
65050.pdf	13	24030	1316	916	82	27	27
65050.pdf	13	บาท	1405	919	53	21	27
65050.pdf	14	1.3 ค่าจ้างชั่วคราว| |	99	953	225	36	27
65050.pdf	14	384480	1122	963	100	27	27
65050.pdf	14	บาท	1229	968	55	20	27
65050.pdf	15	02101-1	198	1011	96	24	27
65050.pdf	15	ค่าจ้างชั่วคราว 3 อัตรา	338	1000	231	35	27
65050.pdf	15	293611	1302	1013	95	27	27
65050.pdf	15	บาท	1405	1016	53	21	27
65050.pdf	16	02102-1	198	1060	96	24	27
65050.pdf	16	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	339	1049	459	43	27
65050.pdf	16	261789	1316	1062	82	27	27
65050.pdf	16	บาท	1405	1065	53	21	27
65050.pdf	17	02103-1	198	1110	96	24	27
65050.pdf	17	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	339	1099	425	43	27
65050.pdf	17	64080	1316	1112	82	27	27
65050.pdf	17	บาท	1405	1115	53	21	27
65050.pdf	18	1.4 ค่าตอบแทน ใช้สอยและวัสดุ| |	99	1148	359	44	27
65050.pdf	18	105935	1123	1159	99	27	27
65050.pdf	18	บาท	1229	1163	55	20	27
65050.pdf	19	03217-1	198	1207	96	24	27
65050.pdf	19	เงินสมทบกองทุนประกันสังคม	339	1201	299	38	27
65050.pdf	19	19224	1318	1209	81	27	27
65050.pdf	19	บาท	1405	1212	53	21	27
65050.pdf	20	03611-1	198	1256	96	24	27
65050.pdf	20	ค่าเครื่องแต่งกาย	338	1245	174	35	27
65050.pdf	20	15600	1318	1258	80	27	27
65050.pdf	20	บาท	1405	1261	53	21	27
65050.pdf	21	03122-1	198	1305	96	24	27
65050.pdf	21	เงินตอบแทนพิเศษของข้าราชการ	339	1299	329	30	27
65050.pdf	21	44144	1316	1308	83	27	27
65050.pdf	21	บาท	1405	1311	53	21	27
65050.pdf	22	03128-1	198	1355	96	24	27
65050.pdf	22	เงินตอบแทนพิเศษของลูกจ้างประจํา	339	1349	358	38	27
65050.pdf	22	26967	1316	1357	82	27	27
65050.pdf	22	บาท	1405	1360	53	21	27
65050.pdf	23	2. งบดําเนินงาน	73	1451	174	30	27
65050.pdf	23	5366546	1102	1457	120	27	27
65050.pdf	23	บาท	1229	1460	55	20	27
65050.pdf	24	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	98	1498	334	39	27
65050.pdf	24	2828800	1102	1504	120	27	27
65050.pdf	24	บาท	1229	1508	55	20	27
65050.pdf	25	2.1.1 ค่าตอบแทน	139	1549	192	29	27
65050.pdf	25	300500	1122	1552	100	27	27
65050.pdf	25	บาท	1229	1557	55	20	27
65050.pdf	26	ค่าอาหารทําการนอกเวลา	205	1595	257	29	27
65050.pdf	27	2.1.2 ค่าใช้สอย	139	1644	167	31	27
65050.pdf	27	1508100	1103	1649	119	27	27
65050.pdf	27	บาท	1229	1654	55	20	27
65050.pdf	28	ส่วนใหญ่เป็นค่าจ้างเหมาทําความสะอาดอาคาร	205	1689	462	37	27
65050.pdf	29	ค่าบํารุงรักษาซ่อมแซมเครื่องปรับอากาศ และ	205	1735	445	43	27
65050.pdf	30	ค่าจ้างเหมาบริการเป็นรายบุคคล ฯลฯ	205	1788	375	40	27
65050.pdf	0	98	767	118	36	24	28
