filename	line_num	text	x	y	width	height	page
65030.pdf	0	83	876	70	34	23	26
65030.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	289	217	434	31	26
65030.pdf	2	งานอํานวยการและบริหารสํานักงานเขต	290	268	378	31	26
65030.pdf	2	44951692	1270	273	127	29	26
65030.pdf	2	บาท	1433	276	51	22	26
65030.pdf	3	1. งบบุคลากร	291	325	140	32	26
65030.pdf	3	3578944	1129	324	114	29	26
65030.pdf	3	บาท	1301	327	52	22	26
65030.pdf	4	1.1 เงินเดือน	311	370	131	31	26
65030.pdf	4	2 335480	1130	373	113	29	26
65030.pdf	4	บาท	1301	378	52	22	26
65030.pdf	5	01101-1	405	425	90	25	26
65030.pdf	5	อัตราเดิม 8 อัตรา	526	419	167	31	26
65030.pdf	5	2014560	1289	426	107	29	26
65030.pdf	5	บาท	1435	429	49	23	26
65030.pdf	6	01102-1	405	475	90	26	26
65030.pdf	6	เงินเลื่อนขั้น	526	463	117	38	26
65030.pdf	6	120880	1309	476	87	29	26
65030.pdf	6	บาท	1435	479	49	23	26
65030.pdf	7	01106-1	405	526	90	26	26
65030.pdf	7	เงินประจําตําแหน่ง	526	522	178	30	26
65030.pdf	7	83840	1319	527	77	29	26
65030.pdf	7	บาท	1435	530	49	23	26
65030.pdf	8	01107-1	405	578	90	25	26
65030.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	526	571	361	32	26
65030.pdf	8	100640	1309	578	87	29	26
65030.pdf	8	บาท	1435	581	49	23	26
65030.pdf	9	01108-1	405	629	90	25	26
65030.pdf	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	526	618	389	36	26
65030.pdf	9	9600	1332	629	64	29	26
65030.pdf	9	บาท	1435	632	49	23	26
65030.pdf	10	01109-1	405	679	90	26	26
65030.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	526	673	356	32	26
65030.pdf	10	5960	1332	680	64	29	26
65030.pdf	10	บาท	1435	683	49	23	26
65030.pdf	11	1.2 ค่าจ้างประจํา	311	726	172	31	26
