filename	line_num	text	x	y	width	height	page
65058.pdf	0	381	827	110	49	22	26
65058.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	223	249	458	30	26
65058.pdf	2	งาน : อํานวยการและบริหารสํานักงานเขต	224	304	420	30	26
65058.pdf	2	12418854	1257	310	131	27	26
65058.pdf	2	บาท	1394	313	54	20	26
65058.pdf	3	1. งบบุคลากร	225	365	148	31	26
65058.pdf	3	4524274	1106	364	119	27	26
65058.pdf	3	บาท	1231	367	55	20	26
65058.pdf	4	1.1	253	419	41	23	26
65058.pdf	4	เงินเดือน	295	412	96	30	26
65058.pdf	4	3469536	1107	417	117	27	26
65058.pdf	4	บาท	1232	421	54	20	26
65058.pdf	5	01101-1	347	470	93	24	26
65058.pdf	5	อัตราเดิม 11	476	465	129	29	26
65058.pdf	5	อัตรา	605	465	61	29	26
65058.pdf	5	2974048	1275	473	113	27	26
65058.pdf	5	บาท	1403	476	52	21	26
65058.pdf	6	01102-1	347	525	93	24	26
65058.pdf	6	เงินเลื่อนขั้น	477	513	120	36	26
65058.pdf	6	181216	1295	527	93	27	26
65058.pdf	6	บาท	1403	530	52	21	26
65058.pdf	7	01106-1	347	579	93	24	26
65058.pdf	7	เงินประจําตําแหน่ง	477	574	186	29	26
65058.pdf	7	142464	1295	582	93	27	26
65058.pdf	7	บาท	1403	585	52	21	26
65058.pdf	8	01107-1	347	634	93	24	26
65058.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	477	628	379	30	26
65058.pdf	8	165984	1295	636	93	27	26
65058.pdf	8	บาท	1403	639	52	21	26
65058.pdf	9	01108-1	347	688	93	24	26
65058.pdf	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	477	677	409	35	26
65058.pdf	9	4872	1320	691	68	27	26
65058.pdf	9	บาท	1403	694	52	21	26
65058.pdf	10	01109-1	347	743	93	24	26
65058.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	477	737	374	30	26
65058.pdf	10	952	1339	745	49	24	26
65058.pdf	10	บาท	1403	748	52	21	26
65058.pdf	11	1.2 ค่าจ้างประจํา	245	793	180	30	26
65058.pdf	11	958720	1127	799	97	26	26
65058.pdf	11	บาท	1232	802	54	20	26
65058.pdf	12	01201-1	339	852	93	24	26
65058.pdf	12	อัตราเดิม 4 อัตรา	468	847	177	29	26
65058.pdf	12	888160	1294	854	94	27	26
65058.pdf	12	บาท	1395	857	52	21	26
65058.pdf	13	01202-1	339	906	93	24	26
65058.pdf	13	เงินเพิ่มค่าจ้างประจํา	469	895	206	35	26
65058.pdf	13	37632	1307	908	81	27	26
65058.pdf	13	บาท	1395	911	52	21	26
65058.pdf	14	01205-1	339	961	93	24	26
65058.pdf	14	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	469	950	438	43	26
65058.pdf	14	27552	1306	963	82	27	26
65058.pdf	14	บาท	1395	966	52	21	26
65058.pdf	15	01206-1	339	1015	93	24	26
65058.pdf	15	เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	469	1009	403	38	26
65058.pdf	15	5376	1320	1017	68	27	26
65058.pdf	15	บาท	1395	1020	52	21	26
65058.pdf	16	1.3 ค่าจ้างชั่วคราว	245	1062	195	34	26
65058.pdf	16	80640	1140	1071	84	27	26
65058.pdf	16	บาท	1232	1075	54	20	26
65058.pdf	17	02101-1	339	1124	93	24	26
65058.pdf	17	ค่าจ้างชั่วคราว 1	468	1113	165	35	26
65058.pdf	17	อัตรา	633	1119	61	29	26
65058.pdf	17	63168	1307	1126	81	27	26
65058.pdf	17	บาท	1395	1129	52	21	26
65058.pdf	18	02102-1	339	1179	93	24	26
65058.pdf	18	เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	469	1168	448	43	26
65058.pdf	18	4032	1320	1181	68	27	26
65058.pdf	18	บาท	1395	1184	52	21	26
65058.pdf	19	02103-1	339	1233	93	24	26
65058.pdf	19	เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	469	1222	413	43	26
65058.pdf	19	13440	1308	1235	80	27	26
65058.pdf	19	บาท	1395	1238	52	21	26
65058.pdf	20	1.4 ค่าตอบแทน ใช้สอยและวัสดุ	245	1284	326	38	26
65058.pdf	20	15378	1141	1289	84	26	26
65058.pdf	20	บาท	1232	1293	54	20	26
65058.pdf	21	03217-1	339	1342	93	24	26
65058.pdf	21	เงินสมทบกองทุนประกันสังคม	469	1337	293	37	26
65058.pdf	21	4032	1320	1344	68	27	26
65058.pdf	21	บาท	1395	1347	52	21	26
65058.pdf	22	03128-1	339	1396	93	24	26
65058.pdf	22	เงินตอบแทนพิเศษของลูกจ้างประจํา	469	1390	349	38	26
65058.pdf	22	11346	1308	1399	80	27	26
65058.pdf	22	บาท	1395	1402	52	21	26
65058.pdf	23	2.งบดําเนินงาน	223	1503	171	29	26
65058.pdf	23	7787540	1107	1508	117	27	26
65058.pdf	23	บาท	1232	1511	54	20	26
65058.pdf	24	2.1 ค่าตอบแทน ใช้สอยและวัสดุ	243	1556	328	38	26
65058.pdf	24	5632660	1107	1561	117	27	26
65058.pdf	24	บาท	1231	1565	55	20	26
65058.pdf	25	2.1.1 ค่าตอบแทน	263	1612	190	28	26
65058.pdf	25	153760	1128	1615	96	27	26
65058.pdf	25	บาท	1232	1619	54	20	26
65058.pdf	26	ค่าอาหารทําการนอกเวลา	468	1664	250	29	26
65058.pdf	27	2.1.2 ค่าใช้สอย	263	1719	165	30	26
65058.pdf	27	3928400	1107	1724	117	27	26
65058.pdf	27	บาท	1232	1728	54	20	26
65058.pdf	28	ส่วนใหญ่เป็นค่าจ้างเหมาดูแลทรัพย์สินและรักษาความ	468	1770	514	40	26
65058.pdf	29	ปลอดภัย ค่าจ้างทําความสะอาดอาคารสํานักงานเขต	468	1826	498	30	26
