filename	line_num	text	x	y	width	height	page
65031.pdf	0	141	811	121	47	25	26
65031.pdf	1	รายละเอียดงบประมาณจําแนกตามงบรายจ่าย	222	214	466	33	26
65031.pdf	2	งานอํานวยการและบริหารสํานักงานเขต	222	265	407	34	26
65031.pdf	2	12819524	1228	272	134	30	26
65031.pdf	2	บาท	1396	275	55	23	26
65031.pdf	3	1. งบบุคลากร	223	323	151	35	26
65031.pdf	3	7286664	1075	323	121	30	26
65031.pdf	3	บาท	1259	326	55	23	26
65031.pdf	4	1.1	232	376	41	27	26
65031.pdf	4	เงินเดือน	274	370	98	33	26
65031.pdf	4	4436000	1075	375	120	30	26
65031.pdf	4	บาท	1259	379	55	23	26
65031.pdf	5	01101-1	341	428	96	27	26
65031.pdf	5	อัตราเดิม 15 อัตรา	467	422	195	33	26
65031.pdf	5	3828320	1246	428	115	30	26
65031.pdf	5	บาท	1397	431	53	24	26
65031.pdf	6	01102-1	341	479	96	27	26
65031.pdf	6	เงินเลื่อนขั้น	469	466	126	40	26
65031.pdf	6	229600	1265	479	96	30	26
65031.pdf	6	บาท	1397	482	53	24	26
65031.pdf	7	01106-1	341	531	96	27	26
65031.pdf	7	เงินประจําตําแหน่ง	469	526	192	32	26
65031.pdf	7	167680	1267	531	94	30	26
65031.pdf	7	บาท	1397	534	53	24	26
65031.pdf	8	01107-1	341	583	96	27	26
65031.pdf	8	เงินค่าตอบแทนรายเดือนของข้าราชการ	469	577	391	33	26
65031.pdf	8	201280	1265	583	96	30	26
65031.pdf	8	บาท	1397	586	53	24	26
65031.pdf	9	01108-1	341	634	96	27	26
65031.pdf	9	เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	469	623	420	38	26
65031.pdf	9	7040	1292	634	69	30	26
65031.pdf	9	บาท	1397	637	53	24	26
65031.pdf	10	01109-1	341	686	96	27	26
65031.pdf	10	เงินช่วยเหลือค่าครองชีพของข้าราชการ	469	680	385	33	26
65031.pdf	10	2080	1292	686	69	30	26
65031.pdf	10	บาท	1397	689	53	24	26
65031.pdf	11	1.2 ค่าจ้างประจํา	223	730	185	34	26
